1,COMMUNICATIONS,<p>Creo que en este momento tengo que serte sincero^ estamos en los años donde todos buscamos como comunicarnos y pues creo que todos sabemos la respuesta de esa pregunta^ la tegnologia es la que siempre ganara al momento de la comunicación... Me duele decirlo por que la verdad preferiria que fuera de otra manera si hablamos de conectar con otros y de mantenernos percatantes del dia a dia. Si hablamos de la forma de como manejamos la escuela^ pues este año fue todo basado en tegnologia ya que el virus crecio demasiado. Mi escuela ocupo muchas aplicaciones para mantenernos al dia. Me gustaria saber de tus formas de comunicacion con tu comunidad^ y gracias por tu interes espero escuchar pronto de ti.</p><p>Con mcuho gusto^ Julio Castillo </p>,B2,3277143,34,Z4261219,Your pen pal wrote to you and wants to learn more about the culture of teens in your community. She wants to know how they communicate with each other. She asked if students use technology to stay in touch with their friends and what kind of online activities^ websites^ and apps are popular with kids in your school and community.  Write an email of several sentences that explains how teens in your community communicate and stay in touch with each other. Also explain which online activities^ websites^ and apps are popular at your school and with your friends. Also tell her about what kinds of online activities websites and apps are not popular. Use as much description as possible.,I,1,I5,,4428,,,,Heritage learner,Heritage Language,2021-06-13,1-I-MF
2,ANIMALS,<p>Hola!</p><p>Yo qeer tu should get a perro^ porque perro es bonito^ amable^ y tu juego con el perro. Tambien tu caminar el perro^ give comida para el perro. </p>,A1,3727263,33,K4757988,Your pen pal wants to get a new pet and has asked for your suggestions.   Write an email making a pet recommendation for your pen pal. Describe in this email why you like the pet you are recommending. Explain positive and negative aspects of having this particular animal as a pet.  ,I,1,N3,I-NE,3545,,,,,Unknown,2021-06-13,2-I-MM
3,ANIMALS,<p>Me gusta los perros. Los perros son plumoso y bontio. But puedn ser caras^ y loco.</p>,A1,3731555,18,F4762281,Your pen pal wants to get a new pet and has asked for your suggestions.   Write an email making a pet recommendation for your pen pal. Describe in this email why you like the pet you are recommending. Explain positive and negative aspects of having this particular animal as a pet.  ,I,1,N4,I-SE,3282,,,,,Unknown,2021-06-13,3-I-SE
4,DIRECTIONS,<p>Para: Estudiante de intercambio de Costa Rica </p><p>De: Julio Catillo</p><p>Buenos dias^ tardes^ noches o a la hora que recibas y leas este mensaje^</p><p>Me gustaria presentarme^ mi nombre es Julio Castillo estudiante de la escuela a la que seras tranferido^ me emociono demasiado escuchar que te encanta leer y que te gustaria saber como obtener libros de la libreria^ y pues la verdad me encantaria ayudarte. Lo primero que tienes que hacer es ir a la libreria^ la libreria se encuentra en el segundo nivel de la escuela^ cuando llegues ahi una biblotecarea estara a ella le puedes pedir por una tarjeta de prestamo de libros^ ella solo te pedira tu nombre^ fecha de nacimiento^ y el año en el que te graduas. Cuando ella te de la tarjeta seras mas que bienvenido para obtener libros^ ellos te darán la fecha en la que lo tendras qiue regresar^ pero tambien les puedes decir que necasitas el libro por mas tiempo y ellos te daran la. nueva fecha. Bueno espero que te haya servido la información^ si tienes preguntas no te preocupes estoy aqui para ayudar. </p><p>Con mucho gusto^ Julio Catillo </p>,B2,3277143,34,Z4261219,You are emailing an exchange student from Costa Rica^ who is new to your school. This student loves to read and wants to know how to get a library card and check out books.  Write an email that gives instructions about how to get a library card and check out books. Be specific as you can and include details that will help the new exchange student use the library. ,I,1,I5,,4428,,,,Heritage learner,Heritage Language,2021-06-13,1-I-MF
6,COMMUNICATION,<p>es presintacion es escuchar es mal^ porque es diffucil. es objectivo es y calmar.</p>,A1,3723975,56,S4754699,A new Spanish exchange student is nervous about giving his first oral presentation in class next week. He wants to know about student presentations  in your school.  Write him an email telling him about the different types of presentations students make in class and what they are like.,I,1,N1,I-NE,2278,,,,,Unknown,2021-06-13,3-I-SE
9,ART,<p>Si queires ver arte en Nassau^ puedes ir a el museo de arte en Nassau. Currentamente hay un exhibito de Andy Worhol y esta muy interestante. </p>,B2,3664645,6,Y4689022,Your Spanish teacher asked you to write a post for your class blog about local art for exchange students coming to your town from Madrid.  Write a blog entry in which you explain where you can see art in your town or school and what kind of art you prefer and why. Give as much information as you can. ,I,1,I1,I-MM,4141,,,,Traditional classroom,Unknown,2021-06-13,2-I-MM
10,ART,<p>El arte en Madrid es muy bonito. El arte es grande^ alto^ y nuevo. El arte es muy populare en Madrid. Muchas picturas esta en Madrid^ picturas con lagos^ nubes^ animales^ parques^ jardins^ flores^ la playa^ y personas. Yo prefiero el arte con muchas colores^ pero mi amiga Rachel prefiero el arte con muchas flores. Yo me gusta el arte en Madrid y tú te gustá el arte (aswell). El museo muy populare es El Museo de Arte en Madrid. El Museo es muy grade y bonito. El museo es en central Madrid cerca de muchas restaurantes y cafés. Los resaurantes es muy bonito en el verano. Es necesito que tú visitas El Museo de Arte en Madrid. <br></p>,B2,3704983,19,A4734311,Your Spanish teacher asked you to write a post for your class blog about local art for exchange students coming to your town from Madrid.  Write a blog entry in which you explain where you can see art in your town or school and what kind of art you prefer and why. Give as much information as you can. ,I,1,I4,,3400,,,,Traditional classroom,Foreign Language,2021-06-13,1-I-MF
11,ART,<p>¿Le gustaría ver arte local? Si le gusta^ ven al museo de arte en el pueblo. Se encuentra al lado del muncipio y a través de la escuela. Hay muchos tipos diferentes de arte puede ver como dibujo de dedo y esculturas. También puede traer arte propio para colgar y entrarlo en el concurso de arte que tienen para reconocer a nuevos artistas.Además hay copias de arte famoso como el arte del Picasso y del Greco. Los boletos cuestan cinco dolares para adultos y tres dolares para niños y todos pueden venir a ver el arte. El arte que yo prefiero son las pinturas al óleo porque se mirar bonitas. El pintura se ve un poco borroso pero los colores se mezclan bien. Otro tipo de arte que me gusta son esculturas porque me interesa como se hacen. También me gusta porque hay diferentes ángulos para mirarlo. Es por eso me gusta vistar el mueso y mirar a los tipos de arte que yo gusto.Si tiene un tipo de arte que usted gusta puede encontrarlo en el museo.¿Qué arte es su favorito? Olaja que los veo allí.</p>,B2,3737535,8701,L4770098,Your Spanish teacher asked you to write a post for your class blog about local art for exchange students coming to your town from Madrid.  Write a blog entry in which you explain where you can see art in your town or school and what kind of art you prefer and why. Give as much information as you can. ,I,1,I5,,4141,,,,Traditional classroom,Foreign Language,2021-06-13,1-I-MF
12,ART,<p>Bienvenidos Todo!</p><p>Hoy quiero hablar de el arte de los estudiantes en Madrid. Los estudiantes pintaron arte diferente. Si ustedes lo quieren ver^ pueden encontrar todo el arte en mi escuela^ |Cass Tech|. </p><p>Tenemos diferente tipos de arte y de color diferente. Por ejemplo^ tenemos arte azul^ arte rosa^ arte rojo^ arte verde^ y mucho mas.</p><p>Mi arte favorito es el arte azul porque el color es muy bonita y elegante. </p>,B2,3743849,32,W4779695,Your Spanish teacher asked you to write a post for your class blog about local art for exchange students coming to your town from Madrid.  Write a blog entry in which you explain where you can see art in your town or school and what kind of art you prefer and why. Give as much information as you can. ,I,1,I5,,3947,,,,Heritage learner,Heritage Language,2021-06-13,1-I-MF
21,DAILY_SCHEDULE_ROUTINE,<p>Hola amigo!</p><p>¿Estas haciendo bien en España?</p><p>Te estoy escribiendo para hacerte una pregunta. Quiero saber como funciuna tu escuela y que tipo de cosas tu haces. Por favor me responde cuando puedes porque es por un projecto que estoy haciendo.</p><p>Que cosas haces cada semena? Te gusta hacer esas cosas o te prefiere hacer algo diferente? Que es tu favorito subjecto en escuela? Tienes mucha tarea que hacer cada dia? Cuantos clases tiene? Jueges deporte? Que deporte juegas? Es dificil hacer tu tarea y hacer las cosas que tu quiere en la misma ve?</p><p>Saluda a tu mama para mi.<br></p>,B2,3743849,32,W4779695,You are working on a project for your Social Studies class about the differences in schedules for teens around the world. You decide to write to your penpal in Spain to find out more about his weekly schedule.  Write an email to your penpal. Ask him lots of questions to learn about what he does each week. Ask him about his school schedule and other activities that he does regularly. ,I,1,I5,,3947,,,,Heritage learner,Heritage Language,2021-06-13,1-I-MF
22,DAILY_SCHEDULE_ROUTINE,<p>En mi clase de estudios sociales hablamos sobre los diferentes horarios en los adolescentes de todo el mundo y mi maestro le asignó un proyeto sobre el tema. Quiero hacerle pregunats sobre su horario semanal y en qué se diferencia de nuestros dos países.Aquí vamos al escuela cinco días a la semana y los fin es de semana no tenemos clases. ¿Vas al escuela cinco días también o vas mas o menos que eso? En mi horario escolar tomo clases de inglés^ matemáticas^ ciencias y estudios sociales todos los días. ¿Que clases tomas? ¿Los tienes todos los días? Mi escuela termina por la tarde^ así que tengo tiempo libre despúes de la escuela. ¿Que hora terminas la escuela? Algunos días después de la escuela voy a clubes como el club de arte los lunes y el club de música los jueves. ¿Tienes clubes después de escuela y en qué clubes estás? Hay deportes aqui también como fútbol o béisbol pero no estoy en ningún equipo. ¿Haces deportes por tu escuela? Cuando no estoy en escuela los fines de semana trabajo en las mañanas y después hago mi tarea y cuando estoy terminado salgo con mis amigos. ¿Que haces los días que no tienes escuela?¿Tienes un trabajo o te relajas? Déjame saber otras cosas que están en tu agenda que no mencioné. ¡Escribe pronto y gracias! </p><p><br></p>,B2,3737535,8701,L4770098,You are working on a project for your Social Studies class about the differences in schedules for teens around the world. You decide to write to your penpal in Spain to find out more about his weekly schedule.  Write an email to your penpal. Ask him lots of questions to learn about what he does each week. Ask him about his school schedule and other activities that he does regularly. ,I,1,I5,,4141,,,,Traditional classroom,Foreign Language,2021-06-13,1-I-MF
23,DAILY_SCHEDULE_ROUTINE,<p>Hola Chico^</p><p>Me llamo Sara. ¿Que es la hora para tú levantas en la mañana para la escuela? Yo levanto para la escuela a las seis y media. Cuantos classes tú visitas en un dia. Yo visito cuatro o tres classes en un dia. ¿Que es la hora para tú comes en la cafeteria? Yo come en el cafeteria a las diez y media. ¿Tú te gustas los classes? Yo me gusta tres classes en total. Yo está en cinco classes. No me gusta la classe de mathematicas o la classe de historia^ pero me gusta la clase de español^ biologia^ y ingles. ¿Tú practicas muchos deportes despues de la escuela? Yo practico muchas deportes^ fútbol^ lacrosse^ vollibol^ y tennis. ¿En la noche^ que es tú fui con tú familia? Mi familia ver muchas peliculas y nosotros comemos desayunar. ¿Que es la hora para tú duermes? Yo duermo para el tiempo a las diez y media en el noche. <br></p><p>Gracias^</p><p>Sara </p>,B2,3704983,19,A4734311,You are working on a project for your Social Studies class about the differences in schedules for teens around the world. You decide to write to your penpal in Spain to find out more about his weekly schedule.  Write an email to your penpal. Ask him lots of questions to learn about what he does each week. Ask him about his school schedule and other activities that he does regularly. ,I,1,I4,,3400,,,,Traditional classroom,Foreign Language,2021-06-13,1-I-MF
24,DAILY_SCHEDULE_ROUTINE,<p>Hola amigo</p><p>Yo quiero aprender mas sobre tu routina diaria. Que hace en un dia typical? Cuantos horas son escuela? Tu tmas siestas durante el dia? Que haces para actividades extracurriculares?</p>,B2,3664645,6,Y4689022,You are working on a project for your Social Studies class about the differences in schedules for teens around the world. You decide to write to your penpal in Spain to find out more about his weekly schedule.  Write an email to your penpal. Ask him lots of questions to learn about what he does each week. Ask him about his school schedule and other activities that he does regularly. ,I,1,I1,I-MM,4141,,,,Traditional classroom,Unknown,2021-06-13,2-I-MM
25,FAMILY,<p>¡hola amigo!</p><p>En los estados unidos yo paso tiempo con mi familia por comiendo mi cena y mirando television a juntos. Personalmente yo trato pasar mi tiempo del ocio con mis amigos^ pero cuando no puedo pasarlo con ellos^ yo hablo con mi familia. Nuestros programas de television favoritas son Jeopardy^ Game of Thrones^ y Breaking Bad. Que tipos </p>,B2,3664645,6,Y4689022,Your penpal from Spain wrote you an email. She wants to know more about family life in your country.  Write an email response to your penpal in which you describe how you or others spend time with family. Tell her as much as you can about the kinds of activities people enjoy doing together as a family. ,I,1,I1,I-MM,4141,,,,Traditional classroom,Unknown,2021-06-13,1-I-MF
26,FAMILY,<p>Hola Chica^</p><p>Yo me llamo Sara! Yo está diecisiete. Yo vivo en Nueve Canaan^ Connecticut. En la noche^ despues de la escuela y mis deportes^ mi con mi familia oígimos el musica y comer desayunar. Antes de la noche^ yo practico el fútbol y el lacrosse. Mis padres vamos a la mis deportes en la fin de semana. En mi familia es yo^ mi madre^ mi padre^ y dos perros. Mis perros se llaman Cody y Shea. En la fin de semana^ yo fui a la parque con mis perros para un caminar. Todos el mi familia no fui a la parque. Mi padre y mi madre fuieron el (work) para Henkel todos los dias^ pero domingo. Mi familia le gusta (watching) peliculas pero no es mucho tiempo en la semana. </p><p>Gracias^</p><p>Sara</p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p>,B2,3704983,19,A4734311,Your penpal from Spain wrote you an email. She wants to know more about family life in your country.  Write an email response to your penpal in which you describe how you or others spend time with family. Tell her as much as you can about the kinds of activities people enjoy doing together as a family. ,I,1,I4,,3400,,,,Traditional classroom,Foreign Language,2021-06-13,1-I-MF
27,FAMILY,<p>Me gusta pasar tiempo con mi familia a menudo. Hay familias que pasan tiempo juntas adentro pero a mi familia le gusta salir juntos. Nosotros vamos al parque y yo juego con mis hermanos y columpiamos en los columpios. También vamos a la cancha de fútbol para jugar fútbol y siempre estoy en un equipo con mi hermano y jugamos contra mi hermana y padre. Nunca perdemos contra ellos. Los familias que estan adentro a veces ven películas pero mi familia no podemos verlas juntos porque hablamos durante todo y no ponemos atención. Aunque mi familia le gusta salir hay tiempos que nos gusta quedarnos en casa. Cuando estemos en casa cocinamos juntos. Mi madre hace el salsa^ mi padre corta las verduras^ mi hermano y hermana sazona la comida y yo hago el postre. Nos divertimos mucho cocinando. ¿Cómo pasas el tiempo con tu familia? ¿Es diferente los familias españolas? ¡Escribe pronto!</p>,B2,3737535,8701,L4770098,Your penpal from Spain wrote you an email. She wants to know more about family life in your country.  Write an email response to your penpal in which you describe how you or others spend time with family. Tell her as much as you can about the kinds of activities people enjoy doing together as a family. ,I,1,I5,,4141,,,,Traditional classroom,Foreign Language,2021-06-13,1-I-MF
28,FAMILY,<p>Hola amiga^</p><p>Como estas? Rezo que estas haciendo bien en España con tu familia. Yo estoy bien en los Estados Unidos y me gustas a quedarme aqui. Ay muchas cosas para hacer aqui. Podemos visitar lugares bonitas^ jugar juegos con gente diferentes^ y otras cosas que no poderias hacer en España. Tambien^ mi familia los gustas comer afuera junto. Ponemos una colcha ensima del piso y nosotros nos sentamos alli. Eso se llama un |picnic| en ingles.</p>,B2,3743849,32,W4779695,Your penpal from Spain wrote you an email. She wants to know more about family life in your country.  Write an email response to your penpal in which you describe how you or others spend time with family. Tell her as much as you can about the kinds of activities people enjoy doing together as a family. ,I,1,I5,,3947,,,,Heritage learner,Heritage Language,2021-06-13,1-I-MF
33,ANIMALS,<p>Hola amiga^</p><p>Una mascota que yo recomiendo para ti es un perro. El perro es el mejor amigo de humanidad por una razón. Los perros escuchan todos que tú dices y siempre siguen tus instrucciones. El segundo aspecto positivo es que los perros aman a ti mucho. Pero^ un aspecto negativo es que los perros necesitan muchos instrucciones para vivir en tu casa. Además^ ellos necesitan muchas comidas especialmente que es muy cara. Yo pienso que un perro es un animal muy simpático y tú debes tomar un perro. </p><p>Adiós^</p><p>Ranya Prasad</p>,A1,3739505,68,Z4772917,Your pen pal wants to get a new pet and has asked for your suggestions.   Write an email making a pet recommendation for your pen pal. Describe in this email why you like the pet you are recommending. Explain positive and negative aspects of having this particular animal as a pet.  ,I,1,I4,I-MF,2278,,,,Traditional classroom,Foreign Language,2021-06-13,1-I-MF
34,ANIMALS,<p>mi recomendar es gato^ mi gustar gato's porque es leviar y pequenio. uno negitiva es mucho pelo .</p>,A1,3723975,56,S4754699,Your pen pal wants to get a new pet and has asked for your suggestions.   Write an email making a pet recommendation for your pen pal. Describe in this email why you like the pet you are recommending. Explain positive and negative aspects of having this particular animal as a pet.  ,I,1,N1,I-NE,2278,,,,,Unknown,2021-06-13,3-I-SE
35,ANIMALS,<p>Holá amigo!</p><p>Tu quiere la mascota? Un perro es la mascota perfecto!</p><p>Me gusta un perro porque la mascota es amable y bonito.</p><p><br></p><p>Bueno:</p><p>Un perro es su amigo y tu hacer actividades divertido con la mascota.</p><p><br></p><p>Mal:</p><p>El costo de un perro es grande y un perro es grande trabajar.</p>,A1,3727235,2958,B4757960,Your pen pal wants to get a new pet and has asked for your suggestions.   Write an email making a pet recommendation for your pen pal. Describe in this email why you like the pet you are recommending. Explain positive and negative aspects of having this particular animal as a pet.  ,I,1,N4,I-MM,3543,,,,,Unknown,2021-06-13,2-I-MM
36,ANIMALS,<p>Hola^ </p><p>Tu should get e pero. Pero er  perfecto animales. Yo soy tres peros^ dos peros es labroador retrievers y uno pero a golden retriever. Peros make perfecto pets porque es soft^ companion^ come in all shapes y sizes. Peros are perfectos at making tu feliz^ y tranquilo. Peros do make messes^ tho. But peros are muy perfecto^ yo highly remcommidar e pero. </p><p>Adios^ </p><p>Lilly </p>,A1,3728167,32,E4758893,Your pen pal wants to get a new pet and has asked for your suggestions.   Write an email making a pet recommendation for your pen pal. Describe in this email why you like the pet you are recommending. Explain positive and negative aspects of having this particular animal as a pet.  ,I,1,N2,I-NE,3768,4428.0,,,,Unknown,2021-06-13,1-I-MF
37,CAREERS,<p>Hola^ </p><p>En respuesta a tu email acerca de lo que sueño ser cuando sea adulta^ es ser una enfermera pediátrica. Me gustaría trabajar en eso porque me gustan los niños y me parece interesante. Actualmente estoy tomando un curso de cuidado de salud y otro curso de educación de edad temprana como cursos electivos en mi escuela. Me gusta mucho lo que he aprendido hasta ahora y me gusta interactuar con los niños del salón preescolar. Además^ me gustaria ayudar con la salud de los niños.</p>,B2,3732739,38,V4763654,Your pen pal from Mexico wants to know what you want to do when you grow up. She sent you an email about how she loves school^ loves helping people^ and wants to teach Spanish.  Write an email to your pen pal describing your dream job. Explain to her why you want to do this job. Be as specific as you can. ,I,1,I4,I-MF,3768,,,,Traditional classroom,Heritage Language,2021-06-13,1-I-MF
38,CAREERS,<p>Reciamente graduarme a escula y vayando a una universidad para hare estudiar por mi trabajo del futuro. Este muy emocionado por este nuevo parte de mi vida y pienso mucho que tengo muy apasionado para y que quiero hacer en el futuro. Voy a el conclusion que queiro ser una entranedor por deportes profesionales a causa de este decision es como tengo mucho pasionado por deportes especificalmente futbol. Hace futbol todo de mi vida y cuando era una nina conoce que quiero hacer una trabajo que involucardo futbol en el futuro. Deseo que sepa una entranador por futbol equipos de universidades. Amor este deporte porque es una grande parte de mi vida y en el futuro podre ayudar jovenes para tienen amor por este deporte.</p>,B2,3741427,56,L4775937,Your pen pal from Mexico wants to know what you want to do when you grow up. She sent you an email about how she loves school^ loves helping people^ and wants to teach Spanish.  Write an email to your pen pal describing your dream job. Explain to her why you want to do this job. Be as specific as you can. ,I,1,I4,,3534,,,,Traditional classroom,Foreign Language,2021-06-13,1-I-MF
39,CAREERS,<p>Querida Evelyn^</p><p>Estoy bien feliz de aver recivido tu correo. Me gusto mucho escuchar de como te gusta ayudar a la gente y como quieres enseñar español cuando estes grande. A mi también me encanta ayudar a las personas y por eso quiero ser doctora cuando sea grande. Conforme iba creciendo me fasinaba todo sobre el cuerpo humano. Desde que era una niña pequeña tuve un problema de riñón y por eso pasé la mayor parte de mi tiempo en el hospital viendo como trabajaban las enfermeras y médicos. Tuve que tener cirujía y gracias a los doctores me curaron. Ellos son como unos heroes para mi y es por eso que yo quiero ser doctora y ayudar a muchas personas mas. Gracias por compartir tus sueños con migo y espero escuchar muy pronto de ti. </p><p>saludos cordiales^</p><p>Ana </p><p><br></p>,B2,3743103,311,J4778133,Your pen pal from Mexico wants to know what you want to do when you grow up. She sent you an email about how she loves school^ loves helping people^ and wants to teach Spanish.  Write an email to your pen pal describing your dream job. Explain to her why you want to do this job. Be as specific as you can. ,I,1,A,,3543,,,,Bilingual education,Foreign Language,2021-06-13,1-I-MF
40,CAREERS,<p>Querida amiga^ </p><p>Hola amiga me da alegre a saber todo lo que estas haciendo en la escuela y como te encanta ayudar a la gente y uno a ensenar espanol. Tengo un trabajo de ensueno que es similar al que estas haciendo ahora. Quiero ser maestra porque tambien me encanta ayudar a otros a aprender. A mi me gusta los ninos y ensenarles como hacer tantas cosas increibles.<br></p><p>Con tanto amor^ <br></p><p>Yessenia </p>,B2,3743124,67,U4778159,Your pen pal from Mexico wants to know what you want to do when you grow up. She sent you an email about how she loves school^ loves helping people^ and wants to teach Spanish.  Write an email to your pen pal describing your dream job. Explain to her why you want to do this job. Be as specific as you can. ,I,1,A,,4281,,,,Traditional classroom,Foreign Language,2021-06-13,1-I-MF
41,CAREERS,<p>Querida Amiga^ </p><p>Espero que te enquentres bien^ yo estoy muy bien y muy feliez al receibir tu correro! Es muy interesante que quieras ayudar a la gente apprender espanol. Yo también quiero ayudar a la gente cuando sea mayor pero de una manera different. Pienso convirtirme en enfermera de partos. Quiero ser capaz de ayudar a lós bebés y a las madres recuperarse y a volver a la casa con seguridad. Estoy deseando ir a la escula de  enfermería dentro de unos años para aprender todo lo que necesito saber. A mi siempre me a gustado apreder sobre la medicina y siempre me a gustado la escula. ¡Espero tener noticias suyas pronto!</p><p>                                                                                                                                                                                                                                  Sinceramente Jania </p>,B2,3743301,23,D4778769,Your pen pal from Mexico wants to know what you want to do when you grow up. She sent you an email about how she loves school^ loves helping people^ and wants to teach Spanish.  Write an email to your pen pal describing your dream job. Explain to her why you want to do this job. Be as specific as you can. ,I,1,I5,,3768,,,,Traditional classroom,Foreign Language,2021-06-13,1-I-MF
42,CAREERS,<p>¡Hola amigo! <br></p><p>El trabajo de mis sueños es bastante básico. Pero los planes que tengo con mi trabajo son en realidad muy divertidos e interesantes. Planeo empezar en la carerra de enfermería y quiero especializarme en la salud de la mujer. Encuentro esta especialidad inspiradora y estimulante. Creo que las mujeres merecen una atención médica decalidad y estoy emocionada de comenzar mi viaje para brindarles precisamente eso a la mujer. También planeo utilizar mi educación y conocimiento como una forma de defender a las mujeres y los derechos que deberían tener en este país. Esto es algo a lo que planeo decidar mi vida para sentirme cumplida. </p>,B2,3743138,47,D4778183,Your pen pal from Mexico wants to know what you want to do when you grow up. She sent you an email about how she loves school^ loves helping people^ and wants to teach Spanish.  Write an email to your pen pal describing your dream job. Explain to her why you want to do this job. Be as specific as you can. ,I,1,A,,4428,,,,Traditional classroom,Foreign Language,2021-06-13,1-I-MF
43,CAREERS,<p>Saludos amiga! Me encanto de leer que te gusta mucho la escuela igual que yo. Sin embargo^ para mi futuro trabajo quiero ser jefa de una empresa grande. Me gustaria controlar todos los impuestos^ mercandia^ suministro y asegurar que todos mis clientes esten satisfecho con mi trabajo. Quiero que mi empresa sea famosa y espero que todas las celebridades reconozcan mi empresa y me apoyen. Quiero tener muchos aliados para poder compartir y hacer crecer mis ideas.</p>,B2,3743289,34,Q4778745,Your pen pal from Mexico wants to know what you want to do when you grow up. She sent you an email about how she loves school^ loves helping people^ and wants to teach Spanish.  Write an email to your pen pal describing your dream job. Explain to her why you want to do this job. Be as specific as you can. ,I,1,I5,,3947,,,,Traditional classroom,Heritage Language,2021-06-13,1-I-MF
50,COMMUNICATION,<p>Holá estudiánte!</p><p><br></p><p>Estudiantes en mi escuela tambien hacer oral presentacion. En mi escuela^ estudiántes hacer el Socratic Seminar. En el Socratic Seminar^ estudiantes hablar con la clase concerno un tópica. </p><p><br></p><p>                                                                                                                                                                                                                                                                              Su amiga^ Uju.</p>,A1,3727235,2958,B4757960,A new Spanish exchange student is nervous about giving his first oral presentation in class next week. He wants to know about student presentations  in your school.  Write him an email telling him about the different types of presentations students make in class and what they are like.,I,1,N4,I-NE,3543,,,,,Unknown,2021-06-13,2-I-MM
51,COMMUNICATION,<p>Hola^ </p><p>En mi clasa^ we make video^ papel apuntes^ papel tests^ y computadora tests. They are easy. Mi clasemates hacer tareas muchas before e test. We a veces par up en groupos para presentations. </p><p>Adios^ </p><p>Lilly </p><p><br></p>,A1,3728167,32,E4758893,A new Spanish exchange student is nervous about giving his first oral presentation in class next week. He wants to know about student presentations  in your school.  Write him an email telling him about the different types of presentations students make in class and what they are like.,I,1,N2,I-NE,3768,4428.0,,,,Unknown,2021-06-13,3-I-SE
52,COMMUNICATION,<p>Hola!</p><p>El estudantes en esculela trabjor y miror otro estundantes trabjar. </p><p>Listo de ideas:</p><p>visually intersante </p><p>divertido<br><br></p>,A1,3727263,33,K4757988,A new Spanish exchange student is nervous about giving his first oral presentation in class next week. He wants to know about student presentations  in your school.  Write him an email telling him about the different types of presentations students make in class and what they are like.,I,1,N3,I-NE,3545,,,,,Unknown,2021-06-13,3-I-SE
53,COMMUNICATION,<p>Los estudiantes hacen presentacions usando Powerpoint y word. Tambien tratan de tener confianaza al hablar.</p>,A1,3731555,18,F4762281,A new Spanish exchange student is nervous about giving his first oral presentation in class next week. He wants to know about student presentations  in your school.  Write him an email telling him about the different types of presentations students make in class and what they are like.,I,1,N4,I-SE,3282,,,,,Unknown,2021-06-13,3-I-SE
54,COMMUNICATION,<p>Hola amigo^</p><p>Hay tres tipos de presentaciones que los estudiantes presentan. El primero tipo de presentación que es más popular en mi escuela es un discurso. En un discurso^ los estudiantes dicen información sobre una tema. En el discurso^ no esta permitido leer su presentación. Los estudiantes recuerdan que ellos quieren decir.  El segundo tipo de presentación es dónde los estudiantes pueden leer información en el Google Slides. Pero^ el presentación de Google Slides debe tener menos informaciones y mira más bonita. Los estudiantes deben mirar a la clase durante sus presentaciones. Al finalmente^ hay una forma de presentación que es mi favorito. Es dónde los estudiantes preguntan los presentadores las preguntas sobre sus presentación^ y los presentadores deben responder las preguntas.</p><p>Buenas suerte en tu presentación^</p><p>Ranya Prasad</p>,A1,3739505,68,Z4772917,A new Spanish exchange student is nervous about giving his first oral presentation in class next week. He wants to know about student presentations  in your school.  Write him an email telling him about the different types of presentations students make in class and what they are like.,I,1,I4,I-MF,2278,,,,Traditional classroom,Foreign Language,2021-06-13,1-I-MF
55,DIRECTIONS,<p>Hola compenero^ has describido puesto obtener libros a el biblioteca y es muy facil para realizas este. En este escuela el biblioteca es a lado de el gimnasio y vas adentro por la puerto. Tiene una mujer que trabajo en el biblioteca llama Senora Smith si tiene preguntas para buscar por una libro especificalmente pides sus preguntas por ella. Ademas^ son diferente secciones de libros y tiene senales que dame mas direccion donde los diferente libros son localizando. Si no puede alcanza una libro son una escalera para ayudarte. Cuando quiero tomar una libro afuera del biblioteca necesitar pide Senora Smith para asistencia con este y ella ponaba este informacion en una computadora. Recomiendo que vaya la biblioteca durante horas de escuela porque no es abierto todo lo tiempo. Si tienes mas preguntas mandas una mensaje. Gracias por su interes como usas el biblioteca!</p>,B2,3741427,56,L4775937,You are emailing an exchange student from Costa Rica who is new to your school. This student loves to read and wants to know how to borrow books from a library.  Write an email in which you explain how to check out books from a library. Be as specific as you can and include details and instructions that will help the new exchange student check out books and use the library. ,I,1,I4,,3534,,,,Traditional classroom,Foreign Language,2021-06-13,1-I-MF
56,DIRECTIONS,<p>Querido nuevo amigo^ </p><p>Vi sus correros electronicos preguntandose como sacar libros de la biblioteca. Lo primero que tenes a hacer es tener una tarjeta de biblioteca. Para hacer esto^ solo necesitas a firmar un documento diciendo que devolvera los libros antes de la fecha de vencimiento. Luego^ puedes sacar cualquier libro en la biblioteca. Si tienes cualquier otra preguntas^ mandame otro correo electronicos. </p><p>Atentamente^ </p><p>Yessenia </p>,B2,3743124,67,U4778159,You are emailing an exchange student from Costa Rica who is new to your school. This student loves to read and wants to know how to borrow books from a library.  Write an email in which you explain how to check out books from a library. Be as specific as you can and include details and instructions that will help the new exchange student check out books and use the library. ,I,1,A,,4281,,,,Traditional classroom,Foreign Language,2021-06-13,1-I-MF
