Topic,"Response",TestVersion,TestId,TotalTime,UserName,"Prompt",PromptLevel,Ratingposition,FinalRating,Score,Rater1_Id,Rater2_Id,Rater3_Id,Rater4_Id
COMMUNITY_SERVICE,"<p>Hola estudiantes en Peru^ </p><p>Me llamo Ankit y yo escribe una lista sobre los actividados voluntarios que mi y la orta estudiantes en mi clase esta hacemos. Yo voluntario para una camp de la ninos y ninas disablios. Nosotros performan muchos actividades. Yo tambien voluntario en una camp de tenis. Yo eseñar muchos niños joven. Otras actividades voluntario son eseñan ninos y ninas nadar^ veo muy joven ninos y ninas para los padres^ y caminan los perros de muchos personas. </p><p><br></p><p>Ankit</p>",A2,3744603,32,Q4781321,"Your Spanish club is preparing information to post on the club’s website for your sister school in Peru. The students in Peru want to know about service projects that students are doing.Write a post for the website describing the volunteer or community service activities that you or your classmates are doing. Describe the activities with lots of details. Give as much information as you can.",I,1,I1,I-MM,4456,,,
DAILY_SCHEDULE_ROUTINE,"<p>¡Hola! Espero que estas bien. ¿Como es su horario diario de la escuela y la casa? ¿Se depierta muy temprano o puede dormir un poco mas? ¿Caminas al la escuela? ¿A que hora sales de la escuela? ¿que haces cuando llegas a la casa de la escuela? ¿A que hora se duerme entre la semana? Se que debs estar mut ocupado^ pero siempre es bueno tomar un descanso y relajarse<br></p>",B2,3743863,29,H4779727,"You are working on a project for your Social Studies class about the differences in schedules for teens around the world. You decide to write to your penpal in Spain to find out more about his weekly schedule.Write an email to your penpal. Ask him lots of questions to learn about what he does each week. Ask him about his school schedule and other activities that he does regularly.",I,1,I5,,3400,,,
DAILY_SCHEDULE_ROUTINE,"<p>Las diferencias en cada cultura estan muy interesantes. De hecho^ aprendé que en algunos lugares de España hay una tiempo en el medio de la día cuándo personas tienen una descansio. Pienso que este es muy chévere!! Quiero que los Estados Unidos tener esto pero es impossible porque en los Estados Unidos^ trabajando es nuestra cultura. Es muy triste porque algunos personas tienen miendo a parar trabajando^ aunque a veces hay un impacto en la salud! Tienes una descansio? Piensas que es una cosa bueno o malo? Tienes mucha tarea o trabajo? Personalmente^ tengo mucho trabajo! Tengo un poco miedo porque yo sé que tengo un problema con trabajando y solo tengo 16 años. Estoy en cada actividad en mi escuela^ vuelo aviones^ báile^ trabajo en un járdin^ escribe cuentos^ trabajo en un escuela en los veranos encima de mi otro trabajo^ y tambien estoy empezando una compania! Yo se que voy a ser muy cansada y es un posibilidad que algunos de mi proyectos no va a terminar^ pero espera a completar todos. Cuál actividades estan tu favorito? Te gusta a dormir o trabajo mas? Este es una pregunta fácil en mi opinión. Todos personas quieren dormir! <br></p>",B2,3741748,32,N4776363,"You are working on a project for your Social Studies class about the differences in schedules for teens around the world. You decide to write to your penpal in Spain to find out more about his weekly schedule.Write an email to your penpal. Ask him lots of questions to learn about what he does each week. Ask him about his school schedule and other activities that he does regularly.",I,1,I4,I-MF,3354,,,
DAILY_SCHEDULE_ROUTINE,"<p>¡Hola!<br></p><p>En mi clasé se estudios sociales you necissito aprender mas de los día a día y semana a semana actividades alredor del mundo. ¿Que actividades haces en España?</p><p>¿Juegas deportes? ¿Mirar deportes? ¿hay tradiciones?<br></p><p>Sinceriosamene^ su amiga^</p><p>Alyssa</p>",B2,3741724,35,J4776339,"You are working on a project for your Social Studies class about the differences in schedules for teens around the world. You decide to write to your penpal in Spain to find out more about his weekly schedule.Write an email to your penpal. Ask him lots of questions to learn about what he does each week. Ask him about his school schedule and other activities that he does regularly.",I,1,I1,I-MM,4428,,,
DAILY_SCHEDULE_ROUTINE,"",B2,3707165,12,M4737152,"You are working on a project for your Social Studies class about the differences in schedules for teens around the world. You decide to write to your penpal in Spain to find out more about his weekly schedule.Write an email to your penpal. Ask him lots of questions to learn about what he does each week. Ask him about his school schedule and other activities that he does regularly.",I,1,I3,I-NE,4192,,,
DAILY_SCHEDULE_ROUTINE,"<p>¡Holá Javier! Tengo un projecto en mi clase de esciencias sociales^ y necesito investigar de los horarios de estudiantes en otras países de los Estados Unidos^ y las vidas de las personas en otras países. Yo deseo que puedas ayudarme por el projecto^ y ojala que tu responda de mis preguntas de su horario de la escuela y de su tarea. </p><p>¿Cuántos clases tienes en una semana o cada día? ¿Tienes muchas clases cada día^ y tienes las clases cada día? ¿Tienes una clase de ingles^ o solamente una clase de español? Yo tengo clases de ingles y de españa^ pero^ estudiantes no necesitan tomar clases de español^ pueden tomar clases de otras lingúas. ¿Tienes tarea cada día^ y tienes tarea en cada clase? ¿O tienes mucha tarea en una clase y no tienes mucha tarea en tus otras clases? Personalmente^ tengo mucha tarea en mi clase de Gobierno Americano^ y necesito completer tarea cada noche. ¿Tienes mucho tiempo libré durante el día de escuela? ¿Qué es el tiempo del fín del día de escuela^ y cuándo necesitas llegar a la escuela? ¿Necesitas escribir muchos ensayos en tús clases^ o no necesitas escribir mucho? ¿Cuantos horas usas para completer su tarea cada noche^ y tiene más tarea en un noche y no tarea en otras noches? Finalmente^ ¿necesitas completer muchas projectos en sus clases^ o no tienes muchos projectos?</p><p>¿Si jugas deportes^ cuantos horas necesitas practicar su deporte cada día? ¿Tienes muchos partidos de su deporte^ y es los partidos en el fín de semana o durante los días que tienes escuela? ¿Vas a resturantes durante la semana^ o comer en su casa cada mucho? ¿Tienes mucho tiempo libré en tus fínes de semana^ o necesitas hacer muchas actividades? ¿Pasas tiempo con tus amigos mucho^ o solamente durantes los fines de semana? Finalmente^ ¿pasas mucho tiempo con tu familia en los fínes de semana?<br></p><p>¡Gracias!</p>",B2,3741486,28,P4776043,"You are working on a project for your Social Studies class about the differences in schedules for teens around the world. You decide to write to your penpal in Spain to find out more about his weekly schedule.Write an email to your penpal. Ask him lots of questions to learn about what he does each week. Ask him about his school schedule and other activities that he does regularly.",I,1,I4,,2278,,,
DAILY_SCHEDULE_ROUTINE,"<p>¡Hola mi amigo!</p><p>¿Como estas?  Yo espero que tu estas bien. ¿Que tu haces en España? En el Estados Unidos^ yo soy muy ocupado con escuela y mucho actividades diferentes. Mi muestros dan mucho tarea a los estudiantes y yo paso mucho tiempo durante la dia hacer la tarea. Sin embargo^ cuando yo tengo tiempo^ me gusta hacer mucho diferente actividades como futbol^ baloncesto^ y videojuegas. ¿Y tu? ¿Tu tienes mucho tarea en la escuela? ¿Que te gusta hacer cuando tu tienes tiempo? Yo soy muy interesado en que tu haces durante el dia y durante la escuela. En mi escuela^ yo tengo seis clases en una dia. Este año^ la escuela empieza pronto en el manana: 7:30 A.M^ y tambien termine pronto: 12:30 P.M. Mucho clases son un poco aburiddo^ pero alguno clases son divertido. Mi clase favorito es ingles porque el profesora es muy comico y yo tengo mucho amigos en la clase. ¿Que es tu clase favorito? ¿Que tiempo empieza tu escuela? Yo soy muy interesado.</p><p>Tu amigo^<br></p><p>Ryan Wettre</p>",B2,3740753,22,D4774903,"You are working on a project for your Social Studies class about the differences in schedules for teens around the world. You decide to write to your penpal in Spain to find out more about his weekly schedule.Write an email to your penpal. Ask him lots of questions to learn about what he does each week. Ask him about his school schedule and other activities that he does regularly.",I,1,I4,I-MF,473,,,
WEATHER,"¡Hola! Me gusta nieve. Me gusta esquiar en las montañas. Está muy frÍo^ pero siempre tengo mis guantes y chaqeta! <br>",A1,3734262,26,C4765530,"In her last email^ your pen pal wrote about the weather where she lives and what she likes to do in the different seasons.Reply to her email and tell her about your favorite weather or seasons.  Make sure to describe the activities you like to do during that kind of weather or season.",N,1,N4,,3768,,,
WEATHER,"<p>hola ella donde  vivo el clima es loco hace calor un minuto y frio al siguiente. pero mi favorito es el invierno es beacusr sea tan mastica la nieve y hago angulos de nieve. es devertido.</p>",A2,3555865,30,U4567534,"In her last email^ your pen pal wrote about the weather where she lives and what she likes to do in the different seasons.Reply to her email and tell her about your favorite weather or seasons.  Make sure to describe the activities you like to do during that kind of weather or season.",N,1,N3,N-MF,3768,,,
WEATHER,"<p>Mis estacion favorita son el verano y el invierno por much que me encanta el calor y el firo realmente no tuengo un favorito.En el invierno a mi me gusta hacer peleas de bolas de nieve con mi familia y hacer munecos de nieve^pero en carolina del norte no tenemos mucho nieve es mu raro tener mucha nieve.En el verona a me me gusta ir a la piscina con my familia y a veves hago viajes^a se mucho calor quando es verano.</p>",A1,3741238,29,N4775672,"In her last email^ your pen pal wrote about the weather where she lives and what she likes to do in the different seasons.Reply to her email and tell her about your favorite weather or seasons.  Make sure to describe the activities you like to do during that kind of weather or season.",N,1,N3,N-MF,4192,,,
WEATHER,"<p>Mi favorita season es verano. I amor entrando la piscina^ saltar en aspersor^ y corriendo mediante la manguera. Mi favorita tiempo es lluviosa y soleada. I amor baile en la lluvia^ saltar en charcos. </p>",A1,3727299,3,Z4758024,"In her last email^ your pen pal wrote about the weather where she lives and what she likes to do in the different seasons.Reply to her email and tell her about your favorite weather or seasons.  Make sure to describe the activities you like to do during that kind of weather or season.",N,1,N3,N-MF,3389,,,
WEATHER,"<p>Mi gusta es leer^ videojuegas^ dormir^ escuchar musica.</p>",A1,3725675,28,B4756399,"In her last email^ your pen pal wrote about the weather where she lives and what she likes to do in the different seasons.Reply to her email and tell her about your favorite weather or seasons.  Make sure to describe the activities you like to do during that kind of weather or season.",N,1,N3,N-MM,3389,,,
WEATHER,"<p>en el verano me gusta ir de vacationes salir al aire libre ir al pargue y me gusta ir a la piscina tomar descansos largos y hacer muchas otras cosas</p>",A1,3725519,12,K4756243,"In her last email^ your pen pal wrote about the weather where she lives and what she likes to do in the different seasons.Reply to her email and tell her about your favorite weather or seasons.  Make sure to describe the activities you like to do during that kind of weather or season.",N,1,N3,N-MF,4141,,,
WEATHER,"<p>Winter de Christmas/Xmas^ come mi familia.</p>",A1,3724815,3,H4755539,"In her last email^ your pen pal wrote about the weather where she lives and what she likes to do in the different seasons.Reply to her email and tell her about your favorite weather or seasons.  Make sure to describe the activities you like to do during that kind of weather or season.",N,1,N2,N-SE,3389,,,
WEATHER,"<p>mi gusta spring y fall</p>",A1,3716683,6,K4747023,"In her last email^ your pen pal wrote about the weather where she lives and what she likes to do in the different seasons.Reply to her email and tell her about your favorite weather or seasons.  Make sure to describe the activities you like to do during that kind of weather or season.",N,1,N1,N-SE,3947,3389,,
WEATHER,"<p>        My favorite weather is summer type of weather and season because everybody goes outsie and enjoy there stuff they also^ have cookouts and people go</p><p>        to the beach or pool with friends.</p>",A1,3714515,21,A4744851,"In her last email^ your pen pal wrote about the weather where she lives and what she likes to do in the different seasons.Reply to her email and tell her about your favorite weather or seasons.  Make sure to describe the activities you like to do during that kind of weather or season.",N,1,Below N1,N-NE,3389,,,
WEATHER,"<p>mi </p>",A1,3714391,24,Z4744727,"In her last email^ your pen pal wrote about the weather where she lives and what she likes to do in the different seasons.Reply to her email and tell her about your favorite weather or seasons.  Make sure to describe the activities you like to do during that kind of weather or season.",N,1,N1,N-NE,4294,,,
WEATHER,"<p>Hola! En la semana^ me gustaria la playa. En la </p>",A1,3714215,20,R4744551,"In her last email^ your pen pal wrote about the weather where she lives and what she likes to do in the different seasons.Reply to her email and tell her about your favorite weather or seasons.  Make sure to describe the activities you like to do during that kind of weather or season.",N,1,N3,N-MF,4192,,,
WEATHER,"<p>me favorito es seoson es enevado es me fevarito de weather es nevado . me favorito actividades es navedo es angels es sledding </p>",A1,3713411,4,U4743747,"In her last email^ your pen pal wrote about the weather where she lives and what she likes to do in the different seasons.Reply to her email and tell her about your favorite weather or seasons.  Make sure to describe the activities you like to do during that kind of weather or season.",N,1,N3,N-SE,3947,,,
WEATHER,"<p>Hola su Audrey^ mi temporada favorita es el invierno^  me gusta jugar en la neive</p>",A1,3713299,1,C4743635,"In her last email^ your pen pal wrote about the weather where she lives and what she likes to do in the different seasons.Reply to her email and tell her about your favorite weather or seasons.  Make sure to describe the activities you like to do during that kind of weather or season.",N,1,N3,N-MF,4192,4294,,
WEATHER,"<p>mi favorito </p>",A1,3713275,5833,R4743611,"In her last email^ your pen pal wrote about the weather where she lives and what she likes to do in the different seasons.Reply to her email and tell her about your favorite weather or seasons.  Make sure to describe the activities you like to do during that kind of weather or season.",N,1,N2,N-SE,4192,,,
WEATHER,"<p>dear: pen pal</p><p>me llamo es jervaise barnett</p>",A1,3711467,12,A4741799,"In her last email^ your pen pal wrote about the weather where she lives and what she likes to do in the different seasons.Reply to her email and tell her about your favorite weather or seasons.  Make sure to describe the activities you like to do during that kind of weather or season.",N,1,N3,N-MF,4294,,,
WEATHER,"<p>Mi estacion favorita es el verano^ en el verano me gusta jugar baloncesto^ concinar pollo y jugar videojuegos .</p>",A1,3711067,3,Y4741399,"In her last email^ your pen pal wrote about the weather where she lives and what she likes to do in the different seasons.Reply to her email and tell her about your favorite weather or seasons.  Make sure to describe the activities you like to do during that kind of weather or season.",N,1,N3,N-MF,3947,,,
WEATHER,"<p>Hola mi temporada favorita es primavera. Mi favorita </p>",A1,3711063,30,N4741395,"In her last email^ your pen pal wrote about the weather where she lives and what she likes to do in the different seasons.Reply to her email and tell her about your favorite weather or seasons.  Make sure to describe the activities you like to do during that kind of weather or season.",N,1,N3,N-MM,3947,,,
WEATHER,"<p>mi estacion favorita es el verano porque hacer calor y puedes ir parques de atracciones^ playas^ comidas as aire libre y much mas.</p>",A1,3710963,4,B4741295,"In her last email^ your pen pal wrote about the weather where she lives and what she likes to do in the different seasons.Reply to her email and tell her about your favorite weather or seasons.  Make sure to describe the activities you like to do during that kind of weather or season.",N,1,N3,N-MF,3947,,,
WEATHER,"<p>me ma</p>",A1,3710034,35,S4740366,"In her last email^ your pen pal wrote about the weather where she lives and what she likes to do in the different seasons.Reply to her email and tell her about your favorite weather or seasons.  Make sure to describe the activities you like to do during that kind of weather or season.",N,1,Below N1,N-NE,4192,,,
WEATHER,"<p>El verano es mi estacion favorito . me gusta ir a nardar.</p>",A1,3709354,13,F4739686,"In her last email^ your pen pal wrote about the weather where she lives and what she likes to do in the different seasons.Reply to her email and tell her about your favorite weather or seasons.  Make sure to describe the activities you like to do during that kind of weather or season.",N,1,N3,N-MF,3947,,,
WEATHER,"<p>Mi favorita weather where i live is hace sol y hace color porque some actividades fisicas i can do in this is weather is bailar y nadar </p>",A1,3709090,15,Y4739422,"In her last email^ your pen pal wrote about the weather where she lives and what she likes to do in the different seasons.Reply to her email and tell her about your favorite weather or seasons.  Make sure to describe the activities you like to do during that kind of weather or season.",N,1,Below N1,N-SE,4294,,,
WEATHER,"<p>My favorite weather is winter because it snows and me and my sister build a snowman and me and my family have a snow balll fight sometimes</p><p><br></p>",A1,3716727,17,B4747067,"In her last email^ your pen pal wrote about the weather where she lives and what she likes to do in the different seasons.Reply to her email and tell her about your favorite weather or seasons.  Make sure to describe the activities you like to do during that kind of weather or season.",N,1,Below N1,N-NE,4294,,,
WEATHER,"<p>hola pues aque en maryand estamos in el verano ^ esta moy callente unas dias. pues yo voy a la playa .  y voy a parce con mi familia. y sailgo a fuera  en el sunroom  y pinto y escucho musica . y  la familia vamos a la play y comemos sandia . y comemos  yogur.y eso es todo .</p>",A1,3715463,17,K4745800,"In her last email^ your pen pal wrote about the weather where she lives and what she likes to do in the different seasons.Reply to her email and tell her about your favorite weather or seasons.  Make sure to describe the activities you like to do during that kind of weather or season.",N,1,N3,N-MF,3768,,,
ART,"<p>Hay una galeria de arte en Main Street.</p>",B2,3707045,11,H4737032,"Your Spanish teacher asked you to write a post for your class blog about local art for exchange students coming to your town from Madrid.Write a blog entry in which you explain where you can see art in your town or school and what kind of art you prefer and why. Give as much information as you can.",I,2,N4,I-SE,3768,473,,
CLUBS,"<p>Querida principal^</p><p>Buenas tardes hoy queria informarte de un club que quiero empezar. Es un club para niños que quieren pasar tiempo fuera de la casa.</p>",B2,3707045,11,H4737032,"Your friend in Spain wrote an email asking for your help on how to start a club at school. She wants to write a letter to the principal and asked you for ideas about what to write.Write a sample letter for your penpal to a school principal about starting a club. Use an appropriate greeting and closing to your letter. In two well-developed^ organized paragraphs^ be sure to address the following:		Explain to the principal that students want to start a club. Describe in detail what kind of club they want to start and why.			Describe how this club will make a positive impact on the school. Provide lots of information and details explaining what kinds of activities and projects the members of the club will do and how they will positively affect the school and students.	",A,2,N4,A-NE,3768,473,,
COMMUNICATIONS,"<p>adultos no comunican muy bien con teens.</p>",B2,3707045,11,H4737032,"In your Spanish&nbsp:class^ you have been discussing communication. Your teacher assigned you to write a brief essay comparing and contrasting the differences in the way teens and adults communicate.&nbsp: In two well-developed and organized paragraphs^ write an essay in which you:	Describe the key differences in how adults and teens communicate where you live. What means of communication do they typically use?&nbsp:Explain how these ways of communicating can affect the language and ideas expressed by the adults and teens.	Provide an example from the past that highlights the differences in communication that you identified. Describe in as much detail as you can what happened and what was the result of this communication.",A,2,N4,A-NE,3768,473,,
DAILY_SCHEDULE_ROUTINE,"<p>Hola amigo^</p><p>Que vas a hacer esta semana? Que haces normalmente en la semana?</p>",B2,3707045,11,H4737032,"You are working on a project for your Social Studies class about the differences in schedules for teens around the world. You decide to write to your penpal in Spain to find out more about his weekly schedule.Write an email to your penpal. Ask him lots of questions to learn about what he does each week. Ask him about his school schedule and other activities that he does regularly.",I,2,N4,I-SE,3768,473,,
FAMILY,"<p>Mi familia y yo pasamos mucho tiempo juntos. Algunas veces solamente haciendo nada.</p>",B2,3707045,11,H4737032,"Your penpal from Spain wrote you an email. She wants to know more about family life in your country.Write an email response to your penpal in which you describe how you or others spend time with family. Tell her as much as you can about the kinds of activities people enjoy doing together as a family.",I,2,N4,I-SE,3768,473,,
FAMOUS PERSON,"",B2,3707045,11,H4737032,"Your Spanish teacher has given you an assignment. You must write a letter to a famous Spanish-speaking person that you find interesting and invite them to speak at your school.Think of a famous Spanish-speaking person that you find interesting. Write a letter to them using&nbsp:an appropriate greeting and closing to your letter. In two well-developed^ organized paragraphs^ be sure to address the following:	Explain why you are inviting this person to come to your school to present to the students and teachers.	Describe what the person will do when they visit your town and school. Describe with lots of detail^ from beginning to end^ what the person will do during their visit.",A,2,N4,A-NE,3768,473,,
ANIMALS,"",A1,3713299,1,C4743635,"Your pen pal wants to get a new pet and has asked for your suggestions. Write an email making a pet recommendation for your pen pal. Describe in this email why you like the pet you are recommending. Explain positive and negative aspects of having this particular animal as a pet. ",I,2,N3,I-NE,4192,4294,,
ANIMALS,"",A1,3716683,6,K4747023,"Your pen pal wants to get a new pet and has asked for your suggestions. Write an email making a pet recommendation for your pen pal. Describe in this email why you like the pet you are recommending. Explain positive and negative aspects of having this particular animal as a pet. ",I,2,N1,I-NE,3947,3389,,
CITY_TOWN,"<p>mi gusta the mall y park</p>",A1,3716683,6,K4747023,"A teacher from Guadalajara will be visiting your school. He will be in town for only 3 days. He wants to visit interesting places in your town. Write an email to the teacher^ including appropriate greeting and closing to your message. Provide information about things to do in different^ popular places in your town. ",N,2,N1,N-SE,3947,3389,,
CITY_TOWN,"<p>Hola me llamo Audrey^  </p>",A1,3713299,1,C4743635,"A teacher from Guadalajara will be visiting your school. He will be in town for only 3 days. He wants to visit interesting places in your town. Write an email to the teacher^ including appropriate greeting and closing to your message. Provide information about things to do in different^ popular places in your town. ",N,2,N3,N-MF,4192,4294,,
COMMUNICATION,"",A1,3713299,1,C4743635,"A new Spanish exchange student is nervous about giving his first oral presentation in class next week. He wants to know about student presentations  in your school.Write him an email telling him about the different types of presentations students make in class and what they are like.",I,2,N3,I-NE,4192,4294,,
COMMUNICATION,"",A1,3716683,6,K4747023,"A new Spanish exchange student is nervous about giving his first oral presentation in class next week. He wants to know about student presentations  in your school.Write him an email telling him about the different types of presentations students make in class and what they are like.",I,2,N1,I-NE,3947,3389,,
FAMILY,"<p>hola^ mi hablo es Journey. Mi hermana es Madison^ Mi padre es Brad.</p>",A1,3716683,6,K4747023,"An exchange student from Buenos Aires is going to be staying with your family for two weeks over the summer. He wants to know more about your family and your home.Write a letter to the exchange student. Tell him about your family members and where you live. Give your family members’ names and ages^ and write a short description of them. Be sure to use an appropriate greeting and closing in your letter.",N,2,N1,N-MM,3947,3389,,
FAMILY,"<p>Hola^ me llamo Audrey! y me Tengo 12 anos^ me hermano es tengo 19 anos^ se llama es Alex^ me hermana es tengo 18 anos^ su nombre es Sky^ mi mama es tengo 37 anos^ su nombre es Kayleigh. We vivmos en una Pequana casa en dundalk. </p>",A1,3713299,1,C4743635,"An exchange student from Buenos Aires is going to be staying with your family for two weeks over the summer. He wants to know more about your family and your home.Write a letter to the exchange student. Tell him about your family members and where you live. Give your family members’ names and ages^ and write a short description of them. Be sure to use an appropriate greeting and closing in your letter.",N,2,N3,N-MF,4192,4294,,
POP_CULTURE,"",A1,3713299,1,C4743635,"Your pen pal from Barcelona wrote you a letter and describes the toy^ |Fidget Spinner^| that is very popular in her school at the moment. It is very distracting^ but everyone loves it. She asked you to tell her about something that is very popular in your school or community right now.Write an email in Spanish to your pen pal and describe something that is very popular in your school or community at the moment. Describe it with as much detail as you can and explain why you think it is so popular.",I,2,N3,I-NE,4192,4294,,
POP_CULTURE,"",A1,3716683,6,K4747023,"Your pen pal from Barcelona wrote you a letter and describes the toy^ |Fidget Spinner^| that is very popular in her school at the moment. It is very distracting^ but everyone loves it. She asked you to tell her about something that is very popular in your school or community right now.Write an email in Spanish to your pen pal and describe something that is very popular in your school or community at the moment. Describe it with as much detail as you can and explain why you think it is so popular.",I,2,N1,I-NE,3947,3389,,
WEATHER,"<p>mi gusta spring y fall</p>",A1,3716683,6,K4747023,"In her last email^ your pen pal wrote about the weather where she lives and what she likes to do in the different seasons.Reply to her email and tell her about your favorite weather or seasons.  Make sure to describe the activities you like to do during that kind of weather or season.",N,2,N1,N-SE,3947,3389,,
WEATHER,"<p>Hola su Audrey^ mi temporada favorita es el invierno^  me gusta jugar en la neive</p>",A1,3713299,1,C4743635,"In her last email^ your pen pal wrote about the weather where she lives and what she likes to do in the different seasons.Reply to her email and tell her about your favorite weather or seasons.  Make sure to describe the activities you like to do during that kind of weather or season.",N,2,N3,N-MF,4192,4294,,
CLUBS,"",B2,3664699,22,D4689078,"Your friend in Spain wrote an email asking for your help on how to start a club at school. She wants to write a letter to the principal and asked you for ideas about what to write.Write a sample letter for your penpal to a school principal about starting a club. Use an appropriate greeting and closing to your letter. In two well-developed^ organized paragraphs^ be sure to address the following:		Explain to the principal that students want to start a club. Describe in detail what kind of club they want to start and why.			Describe how this club will make a positive impact on the school. Provide lots of information and details explaining what kinds of activities and projects the members of the club will do and how they will positively affect the school and students.	",A,1,I3,A-NE,3768,,,
CLUBS,"<p>Querida principal^</p><p>Buenas tardes hoy queria informarte de un club que quiero empezar. Es un club para niños que quieren pasar tiempo fuera de la casa.</p>",B2,3707045,11,H4737032,"Your friend in Spain wrote an email asking for your help on how to start a club at school. She wants to write a letter to the principal and asked you for ideas about what to write.Write a sample letter for your penpal to a school principal about starting a club. Use an appropriate greeting and closing to your letter. In two well-developed^ organized paragraphs^ be sure to address the following:		Explain to the principal that students want to start a club. Describe in detail what kind of club they want to start and why.			Describe how this club will make a positive impact on the school. Provide lots of information and details explaining what kinds of activities and projects the members of the club will do and how they will positively affect the school and students.	",A,1,N4,A-NE,3768,473,,
CLUBS,"",B2,3707165,12,M4737152,"Your friend in Spain wrote an email asking for your help on how to start a club at school. She wants to write a letter to the principal and asked you for ideas about what to write.Write a sample letter for your penpal to a school principal about starting a club. Use an appropriate greeting and closing to your letter. In two well-developed^ organized paragraphs^ be sure to address the following:		Explain to the principal that students want to start a club. Describe in detail what kind of club they want to start and why.			Describe how this club will make a positive impact on the school. Provide lots of information and details explaining what kinds of activities and projects the members of the club will do and how they will positively affect the school and students.	",A,1,I3,A-NE,4192,,,
CLUBS,"",B2,3708163,5,M4738244,"Your friend in Spain wrote an email asking for your help on how to start a club at school. She wants to write a letter to the principal and asked you for ideas about what to write.Write a sample letter for your penpal to a school principal about starting a club. Use an appropriate greeting and closing to your letter. In two well-developed^ organized paragraphs^ be sure to address the following:		Explain to the principal that students want to start a club. Describe in detail what kind of club they want to start and why.			Describe how this club will make a positive impact on the school. Provide lots of information and details explaining what kinds of activities and projects the members of the club will do and how they will positively affect the school and students.	",A,1,Below N4,A-NE,4428,,,
CLUBS,"<p>Principal^</p><p>Yo me gusta a la deportes clúb.</p><p><br></p>",B2,3707488,25,J4737504,"Your friend in Spain wrote an email asking for your help on how to start a club at school. She wants to write a letter to the principal and asked you for ideas about what to write.Write a sample letter for your penpal to a school principal about starting a club. Use an appropriate greeting and closing to your letter. In two well-developed^ organized paragraphs^ be sure to address the following:		Explain to the principal that students want to start a club. Describe in detail what kind of club they want to start and why.			Describe how this club will make a positive impact on the school. Provide lots of information and details explaining what kinds of activities and projects the members of the club will do and how they will positively affect the school and students.	",A,1,N4,A-NE,473,,,
CLUBS,"<p>Sr. Principal^ </p><p>Nosotros como estudiantes quieren empezar un club. Seria despues de la escuela para no conflictar con nuestro educación. Seria un club de arte. Tendrias que tener interés in la arte y interés en hacer arte para participar en este club. </p><p>Este club beneficíara a la escuela en una variedad de maneras. Miembros del club de arte participarán en actividades creativos despues de la escuela. Podríamos ayudar a otros clubs o a usted para crear posters^ annuncios^ y otros tipos de arte para la escuela. Por tener este club los estudiantes en nuestro escuela serian mas felizes y tendrian mas ganas de hacer sus trabajos para otras classes. <br></p><p>Gracias por su consideración^</p><p>Amelia </p><p><br></p><p><br></p>",B2,3741121,29,G4775327,"Your friend in Spain wrote an email asking for your help on how to start a club at school. She wants to write a letter to the principal and asked you for ideas about what to write.Write a sample letter for your penpal to a school principal about starting a club. Use an appropriate greeting and closing to your letter. In two well-developed^ organized paragraphs^ be sure to address the following:		Explain to the principal that students want to start a club. Describe in detail what kind of club they want to start and why.			Describe how this club will make a positive impact on the school. Provide lots of information and details explaining what kinds of activities and projects the members of the club will do and how they will positively affect the school and students.	",A,1,I4,A-SE,3389,,,
CLUBS,"<p>Señora Micheals^<br></p><p>Quiero empezar un club nuevo en la escuelo! Mis amigos y yo pensamos que debemos tener una club de español en la escuela. Hay muchos estudiantes aqui que le gustan español y un club es la manera perfecto para connectar los estudiantes! La clase de español es muy divirtido y un club seriá una manera a aprender mas de la culture de España y tambián una oportunidad a continuar la divirtido </p><p>Nosotros quiero usar nuestra tiempo en la club para hablar sobre la cultura de España^ miran peliculas^ y completar proyectos creativos! Todos estudiantes puede participar y es perfecto para aprender mas en un enviromento divertido. Señora Smith dijó que ella puede ayuda! Que piensas? Es possible? <br></p><p>Gracias para su tiempo^ </p><p>*su nombre aqui*</p>",B2,3741748,32,N4776363,"Your friend in Spain wrote an email asking for your help on how to start a club at school. She wants to write a letter to the principal and asked you for ideas about what to write.Write a sample letter for your penpal to a school principal about starting a club. Use an appropriate greeting and closing to your letter. In two well-developed^ organized paragraphs^ be sure to address the following:		Explain to the principal that students want to start a club. Describe in detail what kind of club they want to start and why.			Describe how this club will make a positive impact on the school. Provide lots of information and details explaining what kinds of activities and projects the members of the club will do and how they will positively affect the school and students.	",A,1,I4,A-NE,3354,,,
CLUBS,"<p>Hola Señora Principal^</p><p>Los estudiantes en la esculea quieren empezar una club de bailar en la escuela. Los bailarinas van a participar en una competincia en un año y bailar en la escuela antes de uno de los juegos de deportes en un año. Es importante pare la escuela porque muchos personas quierem bailar y muchos personas van a ser felíz. Tambien muchos van a le gusta a mirar los bailarinas.</p><p>Gracias por su tiempo^</p><p> Alyssa</p>",B2,3741724,35,J4776339,"Your friend in Spain wrote an email asking for your help on how to start a club at school. She wants to write a letter to the principal and asked you for ideas about what to write.Write a sample letter for your penpal to a school principal about starting a club. Use an appropriate greeting and closing to your letter. In two well-developed^ organized paragraphs^ be sure to address the following:		Explain to the principal that students want to start a club. Describe in detail what kind of club they want to start and why.			Describe how this club will make a positive impact on the school. Provide lots of information and details explaining what kinds of activities and projects the members of the club will do and how they will positively affect the school and students.	",A,1,I1,A-NE,4428,,,
