Topic,"Response",TestVersion,TestId,TotalTime,UserName,"Prompt",PromptLevel,Ratingposition,FinalRating,Score,Rater1_Id,Rater2_Id,Rater3_Id,Rater4_Id,DateOfExam
FAMILY,"<p>Mi familia y yo hacemos muchos actividades. Por ejemplo^ en el pasado^ fue a mini golf o bowling con my familia. Este actividad es muy divertido para hacer con tu familia porque hay mucho elementos de habla y divertida. También^ durante el pandemia^ nosotros caminemos mucho porque tenemos mucho tiempo libre. Contré bosques diferentes y parques bonito para que nosotros caminaramos. Visitaría muchos restaurantes si estuvo en un vacación. En los Estados Unidos^ hay otros actividades también. Por ejemplo^ durante el verano^ la gente puede ir a la playa o un piscina. Estes actividades parecen muy divertido porque el verano en Massachusettes tenga mucho caliente. En el invierno^ puede mira peliculas porque tenga mucho frio. Todos los actividades son interesante y divertido para completar con tus familias. </p>",B2,3739811,48,V4773559,"Your penpal from Spain wrote you an email. She wants to know more about family life in your country.Write an email response to your penpal in which you describe how you or others spend time with family. Tell her as much as you can about the kinds of activities people enjoy doing together as a family.",I,1,I5,,4294,,,,2021-06-11
FAMILY,"<p>Hola amiga^</p><p>Muchas gracias por su mensaje. Me encanta aprender más sobre su familia y su vida. Tú me preguntas sobre la vida de mi familia aquí en los EEUU^ y la verdad es que no es muy interesante. Mi familia y yo pasa mucho tiempo juntos cuando cenamos. Cada día^ sea lo que sea los actividades en la noche^ mi familia cenamos juntos. Hablamos sobre la vida y nuestros días^ y es la mejor manera en que paso tiempo con mi hermana y mis padres. También^ nos gusta mirar a películas juntos. Mi padre le encanta el cine y tiene muchos películas favoritos que quiere mostrar a mi hermana y yo. De hecho^ si tenemos tiempo este fin de semana^ mirarémos a The Godfather. Pues^ cuando tenemos mucho tiempo^ mi familia le encanta ir de vacaciones. En el pasado^ fuimos a Florida^ California^ Nueva Hampshire^ y más. También^ dos veranos pasado fuimos a Europa con mis abuelos. Visitamos a Francia^ España^ y Italia. Cuando fuimos de vacaciones juntos^ siempre probabamos comidas nuevas. En Italia^ probamos pizza en Roma^ pasta y gelato en Sicilia^ y café en Venezia. La comida es algo que se unir a mi familia. Podamos comer y hablar^ y también cocinar juntos. Es muy divertido y me encanta mucho. Voy a cocinar con mi padre mañana a menos que tenga una practica de baloncesto. ¿Y tú? ¿Cuales son tus actividades favoritos que haces con tú familia? ¿Hay algún lugar dónde visitas mucho en vacaciones? Espero que me escribas pronto^ y que estés de buen salud y humor. Nos hablamos pronto.<br></p><p>Lucy</p>",B2,3739813,56,Y4773561,"Your penpal from Spain wrote you an email. She wants to know more about family life in your country.Write an email response to your penpal in which you describe how you or others spend time with family. Tell her as much as you can about the kinds of activities people enjoy doing together as a family.",I,1,A,,3958,,,,2021-06-11
FAMILY,"<p>Hola mi amigo^ en familias un actividad es come. Familias come cena en mucho noches. Un otra actividad para familias es vacacion. Muchos familias ve en el vacacion y tienes mucho divertido. Similar^ familias use el carro mucho por que familias necesitas visite otrs personas o ve el supermercado. Familias tienes muchos tiempo para habla. </p>",B2,3740629,23,M4774778,"Your penpal from Spain wrote you an email. She wants to know more about family life in your country.Write an email response to your penpal in which you describe how you or others spend time with family. Tell her as much as you can about the kinds of activities people enjoy doing together as a family.",I,1,I3,I-MM,4314,,,,2021-06-11
FAMILY,"<p>Hola mi Amiga^ </p><p>Comó estas? Yo habla informácion para mi familia^ y my vida. Primero^ yo tiene cuatro personas en mi familia^ y un perro. Yo tiene un madre^ padre^ y hermana. My familia tiene muchos actividad junto y es más importante para ustedes. Mi familia ayudar mi muchos con los total problemas en mi vida^ y cúando yo es duele o enferma. Mi vida es más divertido. Yo es en muy activdad y tiene mucho tiempo^ pero es divertido y yo es muy feliz. Mi escuela tiene mucho mi tiempo^ pero yo tiene en los deportes y  clubos para la escuela. Yo participado en el deporte de lacrosse^ y el deporte de nada. Tambien^ yo participado en los clubos de DECA^ LEO^ y enviromental. El deporte de lacrosse es y favorite^ y yo practica mucho y tiene un clubo para lacrosse. Pero^ cúando y tiene no actividad y mucho tiempo^ yo ve mis amigas mucho^ y tiene hace muchas actividades con mis amigas. Mis amigas es un grande parte en mi vida^ y es ayudar yo con los problemas con escuela o otro amigos. Al por fin^ mi vida es muy divertido^ y tiene mucho actividas en mi vida. Mi familia es muy simapticó y es muy divertido y ayudar yo mucho. </p><p>Adios!</p><p>Lauren </p>",B2,3740777,40,U4774927,"Your penpal from Spain wrote you an email. She wants to know more about family life in your country.Write an email response to your penpal in which you describe how you or others spend time with family. Tell her as much as you can about the kinds of activities people enjoy doing together as a family.",I,1,I1,I-MM,4529,4138,3759,3444,2021-06-11
FAMILY,"<p>Hola^</p><p>Yo entiendo que te gustaria piensas mas sobre la vida de las familias en Los Estados Unidos. Para mi familia nosotros jugamos muchas juegos^ partidos^ y mira a otros muchos. Nosotros somos muy unidad. Durante los partidos con mi familia mis tios y mi padre mira los deportes y durante el dia de accion de gracisa mira futbol americano. Ademas durante los partidos mis tias y madre habla en el cocina o afuera en el patio. Finalmente para mi yo hablo con mis primos. Mis primos y somos muy unidad y todos de nosotros son muy atletica. Los juegos de futbol^ beisbol^ y el baloncesto en la casa de mi tio y tia son los mejores y competiva.</p>",B2,3740781,32,B4774931,"Your penpal from Spain wrote you an email. She wants to know more about family life in your country.Write an email response to your penpal in which you describe how you or others spend time with family. Tell her as much as you can about the kinds of activities people enjoy doing together as a family.",I,1,A,,4138,,,,2021-06-11
FAMILY,"<p>Hola Penpal^</p><p>En mi pais^ nuestras familias son muy fuertes^ y tenemos muchos actividades para hacer. Primero^ por la manana puedemos jugar un juego que se llama los tres patos^ como monopoly pero menos dificil. No hay muchos cosas para hacer en la manana pero para el restro del dia hay muchos actividades. Muhas familias vaan a una restaurante de las tapas^ que son platos de comida pequenas y puedes comer un variedad do cosas muy grande. la familia entera pueden tener las tapas y es muy divertido y delicioso. Tabien hay concertos^ y muchos les encatan los farms^ con el maze de maiz^ y cosas para la familia. En vez de esas cosas hay los actividade regulares que todos los familias hacen en qual quier pais que puededs pensar en. Como el centro commercial o la peliquera.</p><p><br></p>",B2,3740925,38,W4775079,"Your penpal from Spain wrote you an email. She wants to know more about family life in your country.Write an email response to your penpal in which you describe how you or others spend time with family. Tell her as much as you can about the kinds of activities people enjoy doing together as a family.",I,1,I4,,4314,,,,2021-06-11
FAMILY,"<p>Hola amiga^<br></p><p>Mi familia es muy important a mi^ personalmente. Es muy importatne para crear y pagar tiempo con tu familia cerca para obtener memorias para recueder y desfrutir. Una manera favorita para esto^ personalmente^ me gusta tener |Noches de Jugar.| En este noche^ todo el familia come comida y los merenidas^ anque jugar cosas como |Monopoly| y |Yhatzee.| No es importante que estamos jugando^ porque siempre tenemos un bien tiempo en una groupa. Tambien^ si el tiempo permite^ gustamos ir a los caminos en las montanas. No son tan dificil^ porque mi hermana tenia 9 años^ pero us una buen oppurtunidad para tomar fotos para salvar memories con tu familia en una forma fisica. Finalmente^ podemos ver un pelicual. Nosotros no he hacemos esto para muhco tiempo porque yo y mi hermano gustan las pelicuals que mi madre se odia^ y porque de esto es dificial para ver una peliculla^ pero si puedes resolven en una pelicualla^ es una activadad muy tranquil y facil. </p><p>Sinceramente^<br></p><p>Daniel Pol</p>",B2,3741045,14,G4775199,"Your penpal from Spain wrote you an email. She wants to know more about family life in your country.Write an email response to your penpal in which you describe how you or others spend time with family. Tell her as much as you can about the kinds of activities people enjoy doing together as a family.",I,1,I4,,4428,,,,2021-06-11
FAMILY,"<p>Querida mi amiga^ </p><p>Personalmente^ estoy muy cerca con mi familia^ especialmente mi madre. Cuando tenía 14 años mis padres habían separado y mi padre había movido a Wyckoff. Yo ha vivido con mi madre en Mahwah y mi vida ha mejorado. Obviamente^ yo pasara tiempo con mi padre^ pero no es común. Recientemente^ no ha gustado mi padre. Él tiene una novia^ Allison y yo voy a la escuela con los hijos de ella. En mi opinión es una situación horible. </p><p>Cuando estoy con mi padre^ usualmente iré a la cena una vez durante la semana. Cuando ha ido la cena^ su novia y los hijos de ella está con juntos. Entonces^ no puedo pasar tiempo con solamente mi padre. </p><p>Mi hermana^ Brenna^ ha sido en colegio al Florida Gulf Coast University y no ha poderido ver ella mucho. Ella y yo hemos estado muy cerca por muchos años y es dificíl sin ella. </p><p>Mi madre y yo hemos estado cerca entre mi vida. Yo podría decir a ella todos de mi vida y ella siempre le ayudame. </p><p>Cuando mi hermana está en Nuevo Jersey^ nosotras pasarían mucho tiempo conjuntas. Mi hermana y yo dormiramos conjuntos durante la noche y cuando ella está aquí^ mi sitación con mi padre estaría más facíl. </p><p>Usualmente^ nosotras miremos una programa conjuntos como: |How To Get Away With Murder|^ |Dance Moms|^ |Shameless|^ y más. Es una forma para pasar tiempo conjuntos sin hablaramos. </p><p>¿Cómo es tú familia? ¿Que hacen conjuntos?<br></p><p>Brooke</p>",B2,3741009,12,L4775163,"Your penpal from Spain wrote you an email. She wants to know more about family life in your country.Write an email response to your penpal in which you describe how you or others spend time with family. Tell her as much as you can about the kinds of activities people enjoy doing together as a family.",I,1,I5,,4428,,,,2021-06-11
ANIMALS,"<p>un perro porque son divertidos^ pero sucio.</p>",A1,3712883,88,Y4743219,"Your pen pal wants to get a new pet and has asked for your suggestions. Write an email making a pet recommendation for your pen pal. Describe in this email why you like the pet you are recommending. Explain positive and negative aspects of having this particular animal as a pet. ",I,1,N3,I-NE,4192,,,,2021-06-11
FAMILY,"<p>Querida amiga^</p><p>¡Gracias para tu email! <br></p><p>En mi comunidad^ muchos de mis amigos tienen su familia extendida muy cerca de ellos. Entonces^ pueden tener cenas y fiestas de familia muchas veces cada año. Por ejemplo^ mi amiga de escuela tiene su hermano^ sus padres^ su tio^ y sus primas en su casa. Para ella^ es muy simple pasar rato con su familia porque todos son en una area muy pequeña. Ella tiene las cenas con su familia cada noche^ y la comida es un elemento de su cultura que es muy importante. Ella cocina con su familia^ y es un tiempo para sentidos muy sentimentales para ellos.</p><p>Muchos de mis otros amigos tienen sus abuelos muy cerca de su casa. Hay muchas oportunidades para pasar rato con ellos. Por ejemplo^ cuando era joven^ muchos de mis amigos iban a la casa de sus abuelos después de la escuela. Mi amiga mejor va a la casa de sus abuelos muchas veces en un año. Una vez^ yo se acompaña a la casa de sus abuelos. Sus abuelos^ que son de Poland^ tienen muchos árboles con manzanas en su césped. Cuando las manzanas estaban listas^ los usamos para muchas pasteles y comidas con manzanas. Otra vez^ la comida es un buen tiempo para pasar rato con la familia^ y también para aprender a cocinar.</p><p>Sin embargo^ mi familia extendida no es muy cerca de mi. Mi abuelita está en Perú^ mi abuela está en Canada^ mi tío está en Colorado^ y mis otras relaciones están en otros partes del mundo así. Para mi^ es más importante pasar rato con mis padres y mis hermanos. A veces^ tenemos viajes juntos a muchas lugares diferentes^ como lugares para esquiar^ para nadar^ y para montar en bicicleta. También^ en la casa de mi padre^ tenemos cenas con toda la familia a todas noches que es posible. Este tiempo es muy importante para mi porque es tiempo que puedo hablar con mi familia sobre muchas cosas interesantes y de nuestras vidas.</p><p>¿Cómo pasas rato con su familia?<br></p><p>-Melody</p>",B2,3741708,73,B4776321,"Your penpal from Spain wrote you an email. She wants to know more about family life in your country.Write an email response to your penpal in which you describe how you or others spend time with family. Tell her as much as you can about the kinds of activities people enjoy doing together as a family.",I,1,A,,4302,,,,2021-06-11
FAMILY,"<p>Hola amiga^</p><p>¿Comó estas? Yo recibe tu mensage electrinicó sobre las familias en mi país. En los EEUU los situactiones de las familias es muy compicado depende en los relacones de los memberos en la familia.  La comunidad que yo viviria tener muchos actividades que los familiace hacen. My famila situacion es muy differente porque mis padres devorcan cuando yo era  un niña.  En las casa de mi padre  nostors  pasabamos  el tiempo differente.  Un acividad que la familia le gustamos es jugar con mis perros. Se llaman Linus y Lucy. Un otro actividad nos gustamos es nadamos en un piscina.  Es ucho differente en la casa de mi madre. <br></p><p>En la casa de mi madre un aciviad que nostoros nos gustamos es montando los bicliticas. Tambien nos gustamos fuimos en el barco de el novio de mi madre en el verno. En le barrco nos gustamos ir  a Block Island y Watch Hill. En Watch Hill y Block Island  tienian playas bonitias.  Nosotros nos reunimos con familia amigos. Muchos familias donde yo vivo le gustan las playas y barrcando. Cuando a la playa mis amigos y yo nadamos en el mar y las padres bebian los martinis. ¿Que es un acitivdad que tu hiciste con tu familia?  Es diffrenete de mi o es simular. ¿Es las situaciones en tu familia differente de mi familia?  Yo querio a saber sus actividada que tu hiciste. Tuviste un bueno semana.<br></p><p>Adios^ </p><p>su amiga Elise </p>",B2,3742963,57,A4777876,"Your penpal from Spain wrote you an email. She wants to know more about family life in your country.Write an email response to your penpal in which you describe how you or others spend time with family. Tell her as much as you can about the kinds of activities people enjoy doing together as a family.",I,1,I4,,4314,,,,2021-06-11
FAMILY,"<p>9 junio 2020</p><p>Hóla Maria^</p><p>Yo soy Cooper^ un estudiante en los Estados Unidos. Yo soy 16 años. Vivo en Northfield^ MA con mi mama^ dos perros^ y un gato. Yo vistio mi familia en Massachusetts mucho mas en julio y agosto. Mi favorita vacacíon con mis familia es en Cape Cod porque hay un playa grande y mi familia vives en Cape Cod. Mi famlia y yo atendimos el teatro en el verano porque es muy caliente. </p><p>¿Qúe activades familia interesado tú? </p><p>-Cooper</p>",B2,3743040,19,S4778024,"Your penpal from Spain wrote you an email. She wants to know more about family life in your country.Write an email response to your penpal in which you describe how you or others spend time with family. Tell her as much as you can about the kinds of activities people enjoy doing together as a family.",I,1,I4,I-MF,4141,,,,2021-06-11
FAMILY,"<p>Hola^</p><p>        Mi familia es grande. Yo tiene tres brothers y mi mom. Nosotros jugamos basquetbol y beisbol y swim. Nosotros jugamos video games y watch televisíon. Mi familia te gusta a cocina desayuno. Nosotros vivamos a Maine y Virginia. </p>",B2,3743044,41,A4778028,"Your penpal from Spain wrote you an email. She wants to know more about family life in your country.Write an email response to your penpal in which you describe how you or others spend time with family. Tell her as much as you can about the kinds of activities people enjoy doing together as a family.",I,1,N4,I-SE,4428,,,,2021-06-11
FAMILY,"<p>Hola^</p><p>Mi familia es muy interestante. Mi padre y yo miran el Boston Bruins a la televísion. Mi familia caminan a la parque en sabado. Mi y mi hermana viajan Massachusetts con un autóbus. Massachusetts es muy bonita. Mi familia jugan fútbol americano a la fiesta de Thanksgiving uno tiempo un año.</p><p>!Gracias amigo¡</p>",B2,3743056,46,V4778040,"Your penpal from Spain wrote you an email. She wants to know more about family life in your country.Write an email response to your penpal in which you describe how you or others spend time with family. Tell her as much as you can about the kinds of activities people enjoy doing together as a family.",I,1,I2,I-MM,473,,,,2021-06-11
FAMILY,"<p>Hola amiga!</p><p>Aquí en los Estados Unidos hay muchas cosas que las famílias hacen juntos para divertirse. Aunque cada família es diferente^ una cosa que muchas famílias tienen en común es que cenan juntos. En mi familia^ muchas veces cuando cenamos es la unica vez que comemos juntos en una día^ pero yo sé algunas personas quien comen con sus familias cada mañana^ cada noche^ y muchas veces comen el almuerzo juntos tambien cuando tienen el tiempo. Aparte de cenar^ muchas famílias Estadounidenses se gustan mirar la television juntos^ y a veces tienen peliculas o programas de television especificas que solo miran con la familia. Tambien hay muchas otras cosas que los familias hacen juntos en este país. Casi cada actividad o evento puede ser una actividad familiar en los Estados Unidos. Mucha gente disfrutan tiempo con su familia y de verdad no importa un montón que estan haciendo: Si están jugando un deporte afuera^ visitando al zoológico^ cenando^ mirando la telé^ o cualquier otra cosa^ lo que importa más del tiempo usado con la familia en los E.E.U.U. es que estás con la família.</p><p><br></p><p>Hasta Luego!<br></p><p>- Ayden</p>",B2,3744010,70,Q4780281,"Your penpal from Spain wrote you an email. She wants to know more about family life in your country.Write an email response to your penpal in which you describe how you or others spend time with family. Tell her as much as you can about the kinds of activities people enjoy doing together as a family.",I,1,I5,,3282,4192,,,2021-06-11
FAMILY,"<p>Hola^</p><p>¡Gracias por escribir me de España! ¡Me encanta escuchar de usted!</p><p>Cuando estoy con mi familia hacemos muchas cosas differentes. Depende en el día^ con quien estoy con y más. Por ejemplo hay días que mi familia va a la casa de mi hermano para comer y jugar jueges. Es un bien timepo para ver a mi hermana mayor y hermano^ porque son adultos y viven solos. Comemos differentes cosas^ depende en que todos quieren. Pero mi favorita cosa para comer en su casa es pizza. Si no estamos hiendo al casa de mi hermano para comer problamente estamos hiendo al resturante para comer. Mi familia encanta comer. Hacemos lo mucho. Pero si no estamos comiendo estamos jugando jueges. Algunas jueges que jugamos son ping-pong^ fútbol^ y más. Tambien vamos al parque para los perros^ porque mi papá tiene un perro y tambien mi hermano. Entonces es algo muy divirtido hacer porque vemos a los otros perros^ y nuestros perros pueden juagar juntos. </p><p>Estos son algunas actividades y cosas que mi familia hace. Si puede cambiar pero basicamente comemos o jugamos jueges juntos.</p><p>Adios^</p><p>Naomi</p>",B2,3744026,49,P4780297,"Your penpal from Spain wrote you an email. She wants to know more about family life in your country.Write an email response to your penpal in which you describe how you or others spend time with family. Tell her as much as you can about the kinds of activities people enjoy doing together as a family.",I,1,I4,I-MF,473,,,,2021-06-11
FAMILY,"<p>Hola penpal^</p><p>Estoy feliz que quieres saber más sobre mi vida familiar. Vivo con mis dos padres y mi hermana mayor. Tenemos un gato gordo y un perro muy guapo. Mis padres trabajan durante el dia y mi hermana atiende a un colegio desde de casa usando su computadora. Mi papá trabaja en un edificio grande dentro del ciudad^ donde mantiene las sistemas de agua^ baño^ y aire. Mi mama trabaja como un medico en el hospital. Durante las fines de semana^ legustamos andar en bicicleta. Podria hablar por horas sobre otras cosas pero creo que esto es suficiente por ahora. Digame cuales cosas haces usted con tu familia?</p><p>Con amor^</p><p>Logan</p>",B2,3744018,35,E4780289,"Your penpal from Spain wrote you an email. She wants to know more about family life in your country.Write an email response to your penpal in which you describe how you or others spend time with family. Tell her as much as you can about the kinds of activities people enjoy doing together as a family.",I,1,A,,3252,,,,2021-06-11
FAMILY,"<p>¡Hola! ¿Como estás? Estoy muy bien. Al fin de este semana^ mi familia fue al tener fiesta de cumpleanos de my hermano. El van al tiene 9 años! Para la cumpleaños^ nosotros van al restaurante de pizza. A mi me gusta paso mucho tiempo con my familia. Nosotros pasan mucho tiemo juntos. Cada noche^ tenemos la cena al mesa^ juntos. Ayer^ my madre cocinaba una cena muy bien. Ella cocinaba pollo con arroz^ con muchos vegetales. Durante las cenas^ nosotros hablan mucho sobre nuestros dias. Mi amiga tiene experencia muy diferente de mi cuando ella come la cena. Ella no come con su familia cada noche^ pero a veces ella come con familia. Sus padres no cocinen mucho y por eso^ ellos comen la comida de restaurantes muchas veces. Cuando mi familia fue a restaurantes^ es para celebraciones. Por ejemplo^ para mi cumpleaños de año pasado^ mi familia y yo fue a un restaurante de sushi. ¿Que hiciste tú con su familia?</p>",B2,3720103,41,Q4750641,"Your penpal from Spain wrote you an email. She wants to know more about family life in your country.Write an email response to your penpal in which you describe how you or others spend time with family. Tell her as much as you can about the kinds of activities people enjoy doing together as a family.",I,1,I4,I-MF,3389,,,,2021-06-11
TRAVEL,"<p>En mi communidad de Nueva York^ lugares populares para vacaciones son Utah y los Hamptons. </p><p>En el hermoso estado de Utah^ personas les gustan eskiar y caminar en los montañas. En Utah^ lugares para eskiar son Deer Valley^ Park City^ y Alta. Yo iba a Utah con mi famila todos los años en el invierno^ y a mi me gustan estas vacaciones mucho. Es necesario que todos los personas vayan a Utah. Es increible. </p><p>Un otro lugare popular es los Hamptons en Long Island. En los Hamptons^ ellos nadan y van a la playa. Los Hamptons son muy popular en mi communidad^ pero yo nunca voy a los.<br></p>",B1,3671871,49,M4697194,"Your favorite Spanish blogger posted the following question to her readers: “People go to all kinds of different places for vacation^ from big cities to tropical beaches. What are some popular vacation destinations for people where you live?|Write a reply in Spanish on her blog describing popular vacation destinations. Explain where people like to go and what they do there. Give as much information as you can.",I,1,I4,I-MF,4141,171,,,2021-06-11
ANIMALS,"<p>Hola^ </p><p>Creo que la mejor una mascota esta una perro^ perro puedo ser tranquila o mucho feliz. Tambien caminar con perro en parque!</p>",A1,3741380,29,T4775884,"Your pen pal wants to get a new pet and has asked for your suggestions. Write an email making a pet recommendation for your pen pal. Describe in this email why you like the pet you are recommending. Explain positive and negative aspects of having this particular animal as a pet. ",I,1,N3,I-SE,3354,,,,2021-06-11
ANIMALS,"<p>Fun</p><p>Work</p>",A1,3729443,4,X4760169,"Your pen pal wants to get a new pet and has asked for your suggestions. Write an email making a pet recommendation for your pen pal. Describe in this email why you like the pet you are recommending. Explain positive and negative aspects of having this particular animal as a pet. ",I,1,N1,I-NE,3282,,,,2021-06-11
ANIMALS,"<p>hola you should gat a dog</p>",A1,3729451,10,X4760177,"Your pen pal wants to get a new pet and has asked for your suggestions. Write an email making a pet recommendation for your pen pal. Describe in this email why you like the pet you are recommending. Explain positive and negative aspects of having this particular animal as a pet. ",I,1,Below N1,I-NE,4428,,,,2021-06-11
ANIMALS,"<p>Hola!</p><p>Mi mascota es un gato. Yo reccomendo un gato porque es no ruiedoso^ pues tranqilo^ y amble. Pues^ un gato es aburido y domir^ dormir^ y domir.  </p>",A1,3729647,39,T4760373,"Your pen pal wants to get a new pet and has asked for your suggestions. Write an email making a pet recommendation for your pen pal. Describe in this email why you like the pet you are recommending. Explain positive and negative aspects of having this particular animal as a pet. ",I,1,N4,I-SE,473,,,,2021-06-11
ANIMALS,"<p>Me gusta el gato. Gato as bonita y intellegente. Estoy interasante! No me gusta muchas dinero. </p>",A1,3729651,10,R4760377,"Your pen pal wants to get a new pet and has asked for your suggestions. Write an email making a pet recommendation for your pen pal. Describe in this email why you like the pet you are recommending. Explain positive and negative aspects of having this particular animal as a pet. ",I,1,N3,I-SE,4529,,,,2021-06-11
ANIMALS,"<p>Hola^ yo think you should get a gato. Porque they are cute and fun Adios</p>",A1,3729655,14,Z4760381,"Your pen pal wants to get a new pet and has asked for your suggestions. Write an email making a pet recommendation for your pen pal. Describe in this email why you like the pet you are recommending. Explain positive and negative aspects of having this particular animal as a pet. ",I,1,N2,I-NE,3354,,,,2021-06-11
ANIMALS,"<p>Dear pen pal^ Thanks for writing to me^ I appreciate it^ some pet recommendations  I have are dog^ cat^ fish or a lizard. I recommend the dog because they are really fun and fun to take care of^ the reason why I recommend a cat is because they are very quiet and kind of easy to take care of^ the reason why I recommend a fish is because they are in a tank and really easy to feed and take care off^ but you have to clean and change their water every so often^ lasty^ the reason why I recommend a lizard is because they also have a tank/cage and they look really cool. Well that's it^ thanks for writing to me.<br></p><p><br></p><p>Sincerly^ Kayla</p>",A1,3730835,12,C4761561,"Your pen pal wants to get a new pet and has asked for your suggestions. Write an email making a pet recommendation for your pen pal. Describe in this email why you like the pet you are recommending. Explain positive and negative aspects of having this particular animal as a pet. ",I,1,Below N1,I-NE,4141,,,,2021-06-11
ANIMALS,"<p>Hola. Los perros son los mejores porque son lindos. </p>",A1,3730851,15,Q4761577,"Your pen pal wants to get a new pet and has asked for your suggestions. Write an email making a pet recommendation for your pen pal. Describe in this email why you like the pet you are recommending. Explain positive and negative aspects of having this particular animal as a pet. ",I,1,I1,I-MM,3252,,,,2021-06-11
ANIMALS,"",A1,3730855,4,X4761581,"Your pen pal wants to get a new pet and has asked for your suggestions. Write an email making a pet recommendation for your pen pal. Describe in this email why you like the pet you are recommending. Explain positive and negative aspects of having this particular animal as a pet. ",I,1,N3,I-NE,3768,,,,2021-06-11
ANIMALS,"<p>Ahola Amigo un mascota es muy  trabajar. Un juagar con un masota comer un mascota y medcina una divitertida es un dormir con mascota y jugr con mascota. Adios Amigo  </p>",A1,3730867,17,L4761593,"Your pen pal wants to get a new pet and has asked for your suggestions. Write an email making a pet recommendation for your pen pal. Describe in this email why you like the pet you are recommending. Explain positive and negative aspects of having this particular animal as a pet. ",I,1,N4,I-SE,4314,,,,2021-06-11
ANIMALS,"<p>Hola! You should get a Perro. Yo tengo dos perros^ Ruby y Neena. Perros gustaria jugar^ perros es adorable^ perros make you happy when your are sad. But^ Tu tengo take them to the bathroom^ clean up after them^ y give them comer.</p>",A1,3730875,31,L4761601,"Your pen pal wants to get a new pet and has asked for your suggestions. Write an email making a pet recommendation for your pen pal. Describe in this email why you like the pet you are recommending. Explain positive and negative aspects of having this particular animal as a pet. ",I,1,N3,I-NE,4192,,,,2021-06-11
ANIMALS,"<p>Hola^ Mi favorito pet es perro y gato. Perro es activo y comico. Gato es relaxed y pequnio. </p>",A1,3731139,16,Z4761865,"Your pen pal wants to get a new pet and has asked for your suggestions. Write an email making a pet recommendation for your pen pal. Describe in this email why you like the pet you are recommending. Explain positive and negative aspects of having this particular animal as a pet. ",I,1,N3,I-SE,4529,,,,2021-06-11
ANIMALS,"<p>mi gusta perro porque un fun y playful. perros can el bano everywhere.</p>",A1,3731203,23,U4761929,"Your pen pal wants to get a new pet and has asked for your suggestions. Write an email making a pet recommendation for your pen pal. Describe in this email why you like the pet you are recommending. Explain positive and negative aspects of having this particular animal as a pet. ",I,1,N2,I-NE,4138,,,,2021-06-11
ANIMALS,"<p>Hola pen pal! En este mundo hay muchos mascotas! El unico problema es saber cual es el perfecto mascota para ti^ por eso estoy aqui yo para ayudarte encontrar tu amigo por vida! De todos los mascotas^ yo te voy a recomendar un perro! Yo tengo 3 perros y los amo con todo mi corazon^ ellos son los amigos mas perfectos del mundo. Teniendo un perro tiene los dos: Positivos y Negativos (Mas positivos!) Teniendo un perro tiene muchos positivos. Los perros les encanta estar con sus compañieros^ nunca vas estar solo. Otro positivo es que^ ellos te quieren mucho! Tambien^ cuando estas triste y no te sientes bien^ ellos te hacen feliz y te levantan de tu tristeza. Otros positivos incluye^ que tienen energia para jugar contigo^ les gusta comer saludable^ y tambien son facil a entrenar! Ahora los negativos de los perros no hay muchos^ pero hay. Unos negativos incluye que tiene MUCHO energia^ no pueden estar mucho tiempo solos^ y tambien son unos animales muy emocionales y los gustan el attencion y mucho amor de su dueño. Ojala que te gusta un perro como tu mascota^ porque son los mejores! </p>",A1,3730903,52,N4761629,"Your pen pal wants to get a new pet and has asked for your suggestions. Write an email making a pet recommendation for your pen pal. Describe in this email why you like the pet you are recommending. Explain positive and negative aspects of having this particular animal as a pet. ",I,1,I4,I-MF,4341,,,,2021-06-11
ANIMALS,"<p>Perro. Divertido para jugar. Tiene que limpiar despues de ellos.</p>",A1,3731003,24,N4761729,"Your pen pal wants to get a new pet and has asked for your suggestions. Write an email making a pet recommendation for your pen pal. Describe in this email why you like the pet you are recommending. Explain positive and negative aspects of having this particular animal as a pet. ",I,1,N3,I-MM,3389,4435,,,2021-06-11
ANIMALS,"<p>Mi recomendacion para un mascota es un mini cerdo^ me gusta mini cerdo porque es muy linda. Un positiva sobre mini cerdos es esta muy pequeno^ pero un negativa sobre mini cerdos es muy fuerte y hacer mucho ruidos. </p>",A1,3731007,31,U4761733,"Your pen pal wants to get a new pet and has asked for your suggestions. Write an email making a pet recommendation for your pen pal. Describe in this email why you like the pet you are recommending. Explain positive and negative aspects of having this particular animal as a pet. ",I,1,N4,I-MM,473,4138,3759,3444,2021-06-11
ANIMALS,"<p>¡Hola Amigo! Para el mascota favorito^ yo recommendo un Perro. Perroes eres muy divertido y tu pues jugar con son las los dias. Para cuidar a un perro^ debes aseguarte de pasearlo^ alimentarlo con frecuencia y jugar con el. Cuidar es mucho trabajo pero tambien muy divertido. Puede comprar juguetes para masticar y golosinas para asegurarse de que tengan algo con que jugar. Espero que tenga en cuenta mi sugerencia. ¡Adios!<br></p>",A1,3730947,7,W4761673,"Your pen pal wants to get a new pet and has asked for your suggestions. Write an email making a pet recommendation for your pen pal. Describe in this email why you like the pet you are recommending. Explain positive and negative aspects of having this particular animal as a pet. ",I,1,I4,I-MF,3543,,,,2021-06-11
