Topic,"Response",TestVersion,TestId,TotalTime,UserName,"Prompt",PromptLevel,Ratingposition,FinalRating,Score,Rater1_Id,Rater2_Id,Rater3_Id,Rater4_Id,DateOfExam
FAMOUS PERSON,"<p>Señora Paltrow^ </p><p>     ¡Holá! Me llamo Autumn y encanto tu trabjo muchos mas. Estoy escribando porque sera un honor si fueras y hables a mi escuela. A un estudiante de español^ aprenando sobre tu cuenta de como la cultura de español fui más interesante y importante en el aspecto de embrazando la cultura espanica. Porque no soy una oradora de epañol native^ tu cuenta me recorda que con la ayuda de otros^ aprendando español es posible^ y importante comunicar con otros quien encantamos. Si embrazamos verdamente la cultura^ luego la linguaje es simplica. </p><p>     Si fueras hablar^ compartras tu cuenta con mi escuela y comó puedemos embrazar las culturas y^ muchos más importante^ sus unos encantantos. Luego puedes compatir tu processo de aprendo español^ y comó hace una differencia. Si posible^ puedes ayudar nos enseñar que puedemos hacer embrazar las culturas diferentes en monroe tambien. </p><p><br></p><p>     Tome tiempo considerar mi pregunta por favor^ y sepa que estara muchos especial y influencial por mis compartios de clase oír a tú.&nbsp:</p><p>¡Graciás y adíos! </p><p>-Autumn </p><p><br></p>",B2,3663801,38,P4688056,"Your Spanish teacher has given you an assignment. You must write a letter to a famous Spanish-speaking person that you find interesting and invite them to speak at your school.Think of a famous Spanish-speaking person that you find interesting. Write a letter to them using&nbsp:an appropriate greeting and closing to your letter. In two well-developed^ organized paragraphs^ be sure to address the following:	Explain why you are inviting this person to come to your school to present to the students and teachers.	Describe what the person will do when they visit your town and school. Describe with lots of detail^ from beginning to end^ what the person will do during their visit.",A,1,I5,A-SE,3354,,,,2021-06-08
FAMOUS PERSON,"<p>Estimado Shakira^ </p><p><br></p><p>Yo mire mucho sobre su vida y me encanta su musica. En mi escuela^ tenemos que mandar un mensajo a una persona que habla español y preguntar que puede ir a mi escuela y hablar a la clase. Su historia es muy impresivo^ y quiero que va a mi escuela para hablar a la clase sobre sus excesos. </p><p>Cuando llega a nuestra vecindario y escuela^ va a hablar a todos de los estudiantes en el auditorio. Si queire^ puede cantar tambien. Despues de un discurso grande^ puede visitar a los clases de español y hablar con grupos mas pequeños sobre sus experiencias en el mundo y la importancia de hablar una lengua segunda. </p>",B2,3664625,21,G4689002,"Your Spanish teacher has given you an assignment. You must write a letter to a famous Spanish-speaking person that you find interesting and invite them to speak at your school.Think of a famous Spanish-speaking person that you find interesting. Write a letter to them using&nbsp:an appropriate greeting and closing to your letter. In two well-developed^ organized paragraphs^ be sure to address the following:	Explain why you are inviting this person to come to your school to present to the students and teachers.	Describe what the person will do when they visit your town and school. Describe with lots of detail^ from beginning to end^ what the person will do during their visit.",A,1,I4,A-SE,3768,,,,2021-06-08
FAMOUS PERSON,"<p>Quiero a hablar con Pitbul porque estar un empresario muy exitoso. </p><p>El cantara para nosotros. </p>",B2,3664621,17,D4688998,"Your Spanish teacher has given you an assignment. You must write a letter to a famous Spanish-speaking person that you find interesting and invite them to speak at your school.Think of a famous Spanish-speaking person that you find interesting. Write a letter to them using&nbsp:an appropriate greeting and closing to your letter. In two well-developed^ organized paragraphs^ be sure to address the following:	Explain why you are inviting this person to come to your school to present to the students and teachers.	Describe what the person will do when they visit your town and school. Describe with lots of detail^ from beginning to end^ what the person will do during their visit.",A,1,I3,A-NE,3534,,,,2021-06-08
FAMOUS PERSON,"<p>yo pienso que el persona cristino ronaldo es interestante because el es muy bien a futbo:. yo quiero el va a mi escuela y ensenyar los personas en clase como jugar futbol</p>",B2,3664617,9,U4688994,"Your Spanish teacher has given you an assignment. You must write a letter to a famous Spanish-speaking person that you find interesting and invite them to speak at your school.Think of a famous Spanish-speaking person that you find interesting. Write a letter to them using&nbsp:an appropriate greeting and closing to your letter. In two well-developed^ organized paragraphs^ be sure to address the following:	Explain why you are inviting this person to come to your school to present to the students and teachers.	Describe what the person will do when they visit your town and school. Describe with lots of detail^ from beginning to end^ what the person will do during their visit.",A,1,I2,A-NE,3768,,,,2021-06-08
SEASONS,"<p>Hello my dear penpal^ Im doing fine how about you? The weather over here is great kinda. Its either hot or cold^ on the hot days we go to the pool and bbq but when its cold we go in our beds and watch movies or play bord games and drink hot coco. Right now the season is summer. There other seasonts like winter^ fall^ and spring. Summer is my favorite because you can go to the beach and wear shorts or dresses. its a lot of fun over here. I hope to see you soon and hope you like it over here</p>",A1,3570291,21,D4583671,"Your penpal lives in Mexico. She wants to know about the weather and seasons where you live.Write an email to your penpal telling her as much as you can about the different seasons and the weather where you live.",N,1,Below N1,N-NE,4428,,,,2021-06-08
FAMOUS PERSON,"<p>¡Hola^ Alvaro Soler!</p><p>¿Como estás? Estoy my bien. Mis amigas y todas de las estudiantes en mi escuela quieren mirar uno de sus performencias. Nosotros apreciamos tú musicá y creemos qué sus canciones son muy beneficiales para la salud mental de los estudiantes en esta escuela. Nosotros tenemos mucha tarea^ y tú musicá es sobre perseverencia^ y sobre personas son amables a otras. Después de el año muy malo^ todas de las personas en la escuela necesitan tú apreciación y tú personalidad muy amablé.</p><p>Cúando tú llegas en nuestra ciudad^ puedes ir a el hotel cerca de la escuela. Puedes performar para nosotros a las nueve en punto en la mañana^ y después de tu performencia puedes llegar a una fiesta con el pueblo. No necesitas pagar para entrár o para la comida. La fiesta es en el parqué^ en el calle Nueva York^ y es en doce en punto en la tarde. En la noche^ puedes ir al restaurante de Comida Grande^ cúando tú tienes una reservación. Después de la cena^ puedes volver a su hotel y dormir. En la mañana^ puedes sacar un taxi para ir al aeropuerto y volver a su casa.</p>",B2,3708745,43,G4738880,"Your Spanish teacher has given you an assignment. You must write a letter to a famous Spanish-speaking person that you find interesting and invite them to speak at your school.Think of a famous Spanish-speaking person that you find interesting. Write a letter to them using&nbsp:an appropriate greeting and closing to your letter. In two well-developed^ organized paragraphs^ be sure to address the following:	Explain why you are inviting this person to come to your school to present to the students and teachers.	Describe what the person will do when they visit your town and school. Describe with lots of detail^ from beginning to end^ what the person will do during their visit.",A,1,I4,A-SE,3354,,,,2021-06-08
FAMOUS PERSON,"<p>Me encantaria tenr el honor de su visita en nuestro establecimiento y le aseguro que sera una muy linda experiencia. En nuestro establecimiento contamos con maestros bilingues^ maestros que su primer idioma es el espano y tambien diversidad de alumnos algunos solo habalntes de espanol^ que le gustaria mucho saber su historia y tener animos y esperanzas de ser grandes y importantes en este pais. Tenemos varias dibujos y banderas representantes de los alunmos y su pais de origen^ escuchara por los pasios grupos de alumnos  hablando espanol incluso maestros dando su clase en ambos idiomas.</p>",B2,3708488,27,P4738580,"Your Spanish teacher has given you an assignment. You must write a letter to a famous Spanish-speaking person that you find interesting and invite them to speak at your school.Think of a famous Spanish-speaking person that you find interesting. Write a letter to them using&nbsp:an appropriate greeting and closing to your letter. In two well-developed^ organized paragraphs^ be sure to address the following:	Explain why you are inviting this person to come to your school to present to the students and teachers.	Describe what the person will do when they visit your town and school. Describe with lots of detail^ from beginning to end^ what the person will do during their visit.",A,1,I4,A-SE,3617,4141,,,2021-06-08
FOOD,"<p>Yo como la hamberguesa^ papas fritas^ naranjas. Yo como la hamberguesa y papas fritas despues de juego de la futbol porque trabajo y como naranja porque me gusta naranja.</p>",A1,3706372,13,S4736036,"Your penpal in Spain is looking forward to visiting you. He loves food and wants to know what people normally eat where you live.Write a message to your penpal describing what kinds of food you typically eat. Tell him what foods you eat and when you eat them. Give as much information as possible.",N,1,N4,,3545,,,,2021-06-08
FOOD,"<p>Hola! Me gusta el comida de New Canaan porque es delisoso. Tipicalmente yo comía las frutas en mi casa. Yo comía manzana^ las fresas y las plantianas. Yo bebída la agua o la zumo de naranja. En la escuela yo comía almerzo. Almerzo es tipicalmente carne o la ensalada. Me gusta la almerzo porque es differente de día. Yo comía amuerzo con mis amigos.Yo comía almerzo en la manana. Cuando tu comía la almerzo? Despues la escuela yo comia la cena. Mi familia es activia entonces las comidas es delisioso. Me gusta carne y arroz. El calor y rico. Los comidas de New Canaan es delisoso. En la semana yo comida el le pueblo. Los resturantes es fantastico. Los comidas es rico y calor o frio. Es mucho italiano comidas en New Canaan. Te gusta los comidas de italiano? Mi comida favorita es pizza. El pizza en Solé es delisoso. Me gusta el pizza porque es rico y calor. Mi familia y yo encantan sole. Mis padres le gustan el pizza. Cual es tu comida favorita? </p>",A1,3706368,25,T4736032,"Your penpal in Spain is looking forward to visiting you. He loves food and wants to know what people normally eat where you live.Write a message to your penpal describing what kinds of food you typically eat. Tell him what foods you eat and when you eat them. Give as much information as possible.",N,1,N4,,3545,,,,2021-06-08
FOOD,"<p>En los Estados Unidos nosotros comemos el muchas comida rapida^ pero yo come muchas fruitas^ y no come comida rapida. En mi ciudad tiene muchas resturantes. En el resturantes tiene comida tengo pizza^ pasta^ burritos^ hamburguessas y mas. Ademas^ tiene mercados con fruitas^ y fresca comidas. ¿Que comida es en España?</p>",A1,3706366,21,A4736030,"Your penpal in Spain is looking forward to visiting you. He loves food and wants to know what people normally eat where you live.Write a message to your penpal describing what kinds of food you typically eat. Tell him what foods you eat and when you eat them. Give as much information as possible.",N,1,N3,N-MF,4490,,,,2021-06-08
FOOD,"<p>Hola amigo!</p><p>En America^ tienes muchas culturas differentes en uno. Entonces^ tudo mundo comen una coisas differente. Despues que yo levanto^ yo comó unas fruitas con leche. Para almoço^ yo como arros con carne y vegetales. En la noche^ yo tomo un cafe con leche^ y como pan con queso. Yo amo dulces y comidas con mucho asuka. Como pastels y chocolate mucho.</p><p><br></p><p>Adios^ escriba para mi!</p><p>Gabriela</p>",A1,3707853,34,E4737884,"Your penpal in Spain is looking forward to visiting you. He loves food and wants to know what people normally eat where you live.Write a message to your penpal describing what kinds of food you typically eat. Tell him what foods you eat and when you eat them. Give as much information as possible.",N,1,I3,,3252,,,,2021-06-08
FOOD,"<p style=|text-align: left:|>En Nueva York nosotros gustamos pizza^ includo mi familia. Nosotros gustamos pizza porque es muy sabrosa y tiene mucho queso. Queso es muy delicioso. Pero yo me gusta bistec. Bistec es mas sabrosa de pizza y es muy delicioso tambien. Yo me gusta las comidas animales porque estos son muy jugosos. Mi familia encantan la chocolate con leche porque es muy delicioso. ¿Que es tu comida favorita? ¿Que es tu restaraunte favorito?<br></p>",A1,3706362,28,X4736026,"Your penpal in Spain is looking forward to visiting you. He loves food and wants to know what people normally eat where you live.Write a message to your penpal describing what kinds of food you typically eat. Tell him what foods you eat and when you eat them. Give as much information as possible.",N,1,I4,,3545,,,,2021-06-08
FOOD,"<p>En el United States nosotros comiamos a muchas comidas. Una comida usualmente es una hamburgessa. Es muy deliciosa y dificil a hacer. También^ muchas personas comian a pasta. Normalmente^ es una comida elegante y delisicosa. Hay los pasteles y galletas también. Usualmente yo como las comidas después de la cena. En la mañana^ yo como el yogur con las frutas. A veces yo como el pan-toastada con mantiquilla. Mis padres se gustan el café mucho^ pero yo no me gusta el café. Normalmente^ después de escuela yo como el Goldfish. Hay muchas comidas en el US. ¿Y tú? </p>",A1,3706350,30,C4736014,"Your penpal in Spain is looking forward to visiting you. He loves food and wants to know what people normally eat where you live.Write a message to your penpal describing what kinds of food you typically eat. Tell him what foods you eat and when you eat them. Give as much information as possible.",N,1,I3,,3545,,,,2021-06-08
FOOD,"<p>En los estados unidos hay muchas comdias. Nosotors comimos dos comidas largo almuerzo y la cena. En los estados unidos nosotors como muchas carnes vejetables y frutas. El pollo y carne es muy caliente y nostors comimos muchas papas lechuga tomate y onion.  Nostros comidas muchas en el resterautes porque la comida es muy delisioso. Nostors bebdas muchas jugo y comidas muchas carne. Para almuerzo siempre yo come pollo y lechuga en la enselada con tomate. Para la cena you como un hamburgese con tomate y lechuga. La comida es muy delisoso. </p>",A1,3706346,19,B4736010,"Your penpal in Spain is looking forward to visiting you. He loves food and wants to know what people normally eat where you live.Write a message to your penpal describing what kinds of food you typically eat. Tell him what foods you eat and when you eat them. Give as much information as possible.",N,1,I2,,3888,,,,2021-06-08
FOOD,"<p>Hola<br></p><p>En America personas comen mucho comida. A veces^ yo como manzans y ensaladas. Manzanas es muy deliosos. Yo como en el mañana y el noche. Tambien^ cunado en el almerzo^ yo como bistec y bebo el refresco.</p><p>Comida mi familia comemos es el maz y las galletas. ¿Que tú comes?</p>",A1,3706338,31,N4736002,"Your penpal in Spain is looking forward to visiting you. He loves food and wants to know what people normally eat where you live.Write a message to your penpal describing what kinds of food you typically eat. Tell him what foods you eat and when you eat them. Give as much information as possible.",N,1,N4,,3768,,,,2021-06-08
FOOD,"<p>En mi pueblo^ hay muchas restaurantes deliciosos^ mi restaurante favorito es Sole porque^ mi comida favorito es pasta^ y la pasta para sole es delicioso. No hay muchas personas en my pueblo porque mi pueblo es pequeno^ hay muchas otras restaurantes en mi pueblo. Mi pueblo se llama New Canaan. No me gusta los vejetales. Me gusta los frutas^ mis frutas favoritas son manzanas y^ las fresas. Del supermercado^ hay muchas fresas y manzanas. del desayuno^ me gusta starbucks y yo bebi una bebo de starbucks y una cake pop. Del almuerzo me gusta una salada de lechuga tomates y pollo. De la cena^ mi comida favorita es el bistek^ y para el postre me gusta el helado^ el helado chocolate. Que es tu comida favorita^ y te gusta helado?<br></p>",A1,3706336,31,R4736000,"Your penpal in Spain is looking forward to visiting you. He loves food and wants to know what people normally eat where you live.Write a message to your penpal describing what kinds of food you typically eat. Tell him what foods you eat and when you eat them. Give as much information as possible.",N,1,I4,,3768,,,,2021-06-08
FOOD,"<p>Hola^ me llamo Elliott.</p><p>Que es tu nombre?</p><p>Me como favorita es pesca^ y papas fritas. Yo como mucho en pescadria porque es muy rapido y mi favorita. En pescadaria las palsonas es muy simpatico y comico. Papas fritas en pescadaria es muy bueno. Yo bebo la limonada porque flavor es muy bueno. La pezcada es mucho gusto y es mi familia favorita. Hambergesa es muy popular en connecticut y es muy bueno en burger king. En burger king La personas es muy antipatico. En mi familia no es chocolate porque mis hermanos es antipatico de mi mama y papa. Yo tengo chocolate.<br></p>",A1,3706328,23,K4735992,"Your penpal in Spain is looking forward to visiting you. He loves food and wants to know what people normally eat where you live.Write a message to your penpal describing what kinds of food you typically eat. Tell him what foods you eat and when you eat them. Give as much information as possible.",N,1,N3,N-MF,3907,,,,2021-06-08
FOOD,"<p>Hola^</p><p>Yo vivo en Nueva Canaan^ CT. En Nueva cannan hay muchas restuarantes buenas. Mi rstuarante favorita se llama sole. A sole hay muchas comida de Italia. Cuando yo voy Sole yo como Pizza y una salad de pollo. Aunque Sole en mi restaurante favorita mi favorita comida rapida es Chick-Fil-A. Mi comida favorito es pollo. ¿Y tu? Chick-Fil-A es perfecto para comida muy rapido y buena. Usualmente a mi casa yo como pan con butter para ayala a veces con fruta y leche. A veces yo como cereal tambien. Para almuerzo yo como pizza y una cookie^ no es bueno. Pero para cena a mi casa mi comida favorita es bistec con arroz u fruta o vejetables. ¿cual es comida favorito para cena? La comida en Nueva canaan es muy bueno y es muy divertido. </p>",A1,3706326,35,K4735990,"Your penpal in Spain is looking forward to visiting you. He loves food and wants to know what people normally eat where you live.Write a message to your penpal describing what kinds of food you typically eat. Tell him what foods you eat and when you eat them. Give as much information as possible.",N,1,I4,,3282,,,,2021-06-08
FOOD,"<p>Mi familia y yo comemos la comida rapida todos los dias para la cena. Mi favorito restaurante de comida rapida es MacDonalds porque tiene hamburguesas muy deliciosas. Pero el pollo a Chick-Fil-A es muy bueno. No me gusta Taco Bell porque es muy mal para mi y los tacos tienen papas frites en el taco. No me gusta. Para el postre nosotros vamos al supermercado para comprar galletas. Cuando yo estoy en la escuela durante el almuerzo^ yo compro el pizza o pasta. Pero cuando yo estoy en mi casa^ siempre como la comida rapida. Para el desayuno^ yo bebo el jugo de naranja y yo como un fruta. Generalmente^ yo como un manzana. A veces^ yo no como el desayuno porque no tengo hambre. Nunca como los vegetales porque no me gusta. </p>",A1,3706316,40,Z4735980,"Your penpal in Spain is looking forward to visiting you. He loves food and wants to know what people normally eat where you live.Write a message to your penpal describing what kinds of food you typically eat. Tell him what foods you eat and when you eat them. Give as much information as possible.",N,1,I3,,4566,,,,2021-06-08
FOOD,"<p>Yo vivo en New Canaan. Yo comer es hamburgesas. Mi hermena es no comer hamburgesa. Mi favorito resurante es connollys. Connolly's es en Watertown Massachusetts. Connollys es muy rapida. Mi amiga piper es no connollys. Mi amiga Samaira es so so es connollys y mi amiga Emma. </p><p><br></p><p><br></p><p><br></p><p><br></p>",A1,3706312,38,N4735976,"Your penpal in Spain is looking forward to visiting you. He loves food and wants to know what people normally eat where you live.Write a message to your penpal describing what kinds of food you typically eat. Tell him what foods you eat and when you eat them. Give as much information as possible.",N,1,N3,N-MF,3768,,,,2021-06-08
FOOD,"<p>Hola^ yo me llamo chris^ y tu. Yo vive en New Canaan^ Conneticut. Es una pueblo muy piequeno. en mi pueblo la comida y el resturantes muy buenos. Yo normalmente como bistec^ arroz^ pollo^ sandwhcihs de muchos carnes^ y otro carnes. Pero en mi peublo muchas personas solomente comen fruitas y vegetables proque ellos no les gustan carne. Por desyuno yo como panqueques con hevos y yo bebo agua. Durante de la esquela yo como arrov con pollo por alemuerzo^  cuando yo voy a mi casa duespues de esquela yo como comida piqueno^ yo como manzana^ cereal^ o sandwhich piqueno.pero en mi pais muchas personas como hamburguese de |McDonalds| y pizza de |Dominos|. Dos restuarnte es comida rapido^ es no bueno en mi opionion.  por la cena mi familia prepara comidas muy delisoso^ es pasta^ pizza^ soupa^ arroz^ bistec^vegatables y mucho mas. Mi comidas favoritos son Bistec con arroz y pasta con queso.</p>",A1,3706310,24,R4735974,"Your penpal in Spain is looking forward to visiting you. He loves food and wants to know what people normally eat where you live.Write a message to your penpal describing what kinds of food you typically eat. Tell him what foods you eat and when you eat them. Give as much information as possible.",N,1,I2,,473,,,,2021-06-08
FOOD,"<p>Yo vivé en la estados unidos^ Connecticut nueva canaan. En la estados unidos la comida popularo es la comida rapido. La comida rapido es no muy saludable pero es muy delicioso entonces yo no comí mucho comida rapido. Mi favorito restuarante de comida rapido es Chipotle. Chipotle es no mucho comida rapido y es no comida americano. Chipotle es comida mexicano^ La comida mexicano es mi favorito porque es mucho delicioso. En mi pueble mi favorito restuarante es nueva canaan pollo porque la papas fritas es muy delicioso y mi favorito es el pollo. En nueva canaan pollo es muy differente comidas y bebidas. Ellos tienen la ensaladas^ bocadillos^ frutas^ la comida de mar^ comida de desuyano y mas different mucho. En la estados unidos la comida es muy delicioso.</p>",A1,3706308,20,X4735972,"Your penpal in Spain is looking forward to visiting you. He loves food and wants to know what people normally eat where you live.Write a message to your penpal describing what kinds of food you typically eat. Tell him what foods you eat and when you eat them. Give as much information as possible.",N,1,N4,,473,,,,2021-06-08
FOOD,"<p>Hola me llamo Will. Yo vivo en Connecticut. En connecticut la comida populaur de desayuno se llama los huevos. Mas personas come los huevos por la desayuno. Por la desayuno yo como huevos revueltos con pan. Me gusta los huevos revuetos porque tiene muy sabroso y delicioso.  La comida populaur por el almuerzo se llama un sandwich. Mas persononas come un sandwich. No me gusta un sandwich por el almuerzo. Por el almuerzo yo como un hamberguesa con las papas fritas. Me encanta las papas fritas porque son muy salados. Un comida populaur por el cine se llama Pizza. Me gusta pizza con queso porque es sabroso. No me gusta pizza con peperoni porque no me gusta peperoni. Quien es tu comida favoritas.</p>",A1,3706304,22,U4735968,"Your penpal in Spain is looking forward to visiting you. He loves food and wants to know what people normally eat where you live.Write a message to your penpal describing what kinds of food you typically eat. Tell him what foods you eat and when you eat them. Give as much information as possible.",N,1,N4,,4314,,,,2021-06-08
FOOD,"<p>las pesonas aque comen conida como todos pero ay amburgesas e quesadias pero en estelo differente e no todo esta bein ones estan feyos pero no todo</p>",A1,3706252,17,T4735899,"Your penpal in Spain is looking forward to visiting you. He loves food and wants to know what people normally eat where you live.Write a message to your penpal describing what kinds of food you typically eat. Tell him what foods you eat and when you eat them. Give as much information as possible.",N,1,N3,N-MF,4462,,,,2021-06-08
FOOD,"<p>Hola me llamo Juan Omar Marroquin Mendez tengo 14 años soy de Mexico Huehuetan Chiapas hace como 1 año y 5 meses estoy en Estados Undios pero hace como 4 mese que entre a esta escuela ^ me gusta comer fruta ^ las verduras me gustan poco se que son sanas pero no como todas las verduras^  mi deporte favorito es el futbol soccer ^ me gusta nadar ir al rio en mexico lo hacia eran rio vengo de un pueblo pequeño pero con gente que puede ayudar mucho sirve mucho de ayuda me gusta el arte como la musica y la printura ^ soy muy sensible no me gusta presuir ^ me alegro por todo lo que veo aqui porque en mi pueblo no tenia mucho dinero y no podia disfrutar lo que hay aca y tambien tuvims que venirnos para estados unidos porque nos estaban extorcionando pero no me gusta extraño mucho a mis amigos y familiares </p>",A1,3706248,28,F4735895,"Your penpal in Spain is looking forward to visiting you. He loves food and wants to know what people normally eat where you live.Write a message to your penpal describing what kinds of food you typically eat. Tell him what foods you eat and when you eat them. Give as much information as possible.",N,1,I2,,3282,,,,2021-06-08
FOOD,"<p>La comida que nosotros  comemos  es aro   y  nosotros comemos eso cuando tenemos familia en la casa  </p>",A1,3706196,23,Z4735843,"Your penpal in Spain is looking forward to visiting you. He loves food and wants to know what people normally eat where you live.Write a message to your penpal describing what kinds of food you typically eat. Tell him what foods you eat and when you eat them. Give as much information as possible.",N,1,N3,N-MF,4462,,,,2021-06-08
FOOD,"Las comidas que yo consumo diario son como tortillas que mi mama hace ^si no hay tortillas entonces hay sopa de maruchan pero no diario lo comeria por que tambien hace mal al cuerpo pero comemos arozz si no hay eso comemos pollo pero la cosa mas principal es la tortilla^pero hay tiendas serca de mi que tambien venden comida callejera pero al ves en cuando orden comida de ahi solo si no hay nada en las casa si pero si hay comida en la casa entonces no  voy por nada.",A1,3706184,27,D4735831,"Your penpal in Spain is looking forward to visiting you. He loves food and wants to know what people normally eat where you live.Write a message to your penpal describing what kinds of food you typically eat. Tell him what foods you eat and when you eat them. Give as much information as possible.",N,1,I1,,4141,4456,,,2021-06-08
FOOD,"<p>Hola mi llamo Jesús a mi me gustá cómer pízza. Yo como pízza en la tardé como mi famliá. </p>",A1,3706232,25,F4735879,"Your penpal in Spain is looking forward to visiting you. He loves food and wants to know what people normally eat where you live.Write a message to your penpal describing what kinds of food you typically eat. Tell him what foods you eat and when you eat them. Give as much information as possible.",N,1,N4,,4311,,,,2021-06-08
FOOD,"<p>hola! estoy muy felize k me vas a visitar aqui donde yo vivo comemos de todo. comemos crabs^pizza^ y mas. </p>",A1,3706220,8,L4735867,"Your penpal in Spain is looking forward to visiting you. He loves food and wants to know what people normally eat where you live.Write a message to your penpal describing what kinds of food you typically eat. Tell him what foods you eat and when you eat them. Give as much information as possible.",N,1,N4,,4462,,,,2021-06-08
FOOD,"<p>PUES LO QUE ES RECOMENDADO ES COMER MUCHOS BEGETALES Y NO COMER MUCHAS COSAS QUE NO SIRVEN PARA LA SALUD DE UNO.</p>",A1,3706216,6,U4735863,"Your penpal in Spain is looking forward to visiting you. He loves food and wants to know what people normally eat where you live.Write a message to your penpal describing what kinds of food you typically eat. Tell him what foods you eat and when you eat them. Give as much information as possible.",N,1,I1,,4424,,,,2021-06-08
FOOD,"<p>Hola Lúz! En los Estados Unidos hay mucho comida deliciouso^ incluyente comida de Espana^ Perú y México. En el desayuno yo como los juevos^ las tostadas y las fresas. Yo prefiero bebo zumo de naranja pero mis hermans menores les prefieran beber la limonada durante de el desayuno. Usualmente^ yo como diferente la sopa^ las papas fritas o las verduras y un galleta. Yo bebo la limonada o un refresco con el almuerz. Mi madre perfiere un salada y la limonada o agua y mis hermanas menores prefieren el pollo y las fresas con un galleta. Yo como mucho odos de las dias^ pero mi papa no le gusta come mucho. En la cena^ mis harmans y yo comemos el pollo con verduras y despues de le comemos^ mis hermanas y yo comer un pastel. En las Estados Unidos hay muchos resturantes^ incluyente restuarantes de Espana y México. En los resturantes hay comidas muy sabrosa por exemplo hay los tacos^ las enchiladas^ el pollo picante^ el cúy y la quesadillas. Y tu Luz^ cúal es tu favorita comida?</p>",A1,3705548,51,A4734948,"Your penpal in Spain is looking forward to visiting you. He loves food and wants to know what people normally eat where you live.Write a message to your penpal describing what kinds of food you typically eat. Tell him what foods you eat and when you eat them. Give as much information as possible.",N,1,I4,,4341,,,,2021-06-08
FOOD,"<p>Hola!</p><p>En New Canaan el comida es delicioso. Está muchos restaurantes en New Canaan^ tiene los restaurantes de españa^ y los restaurantes de thailand^ y Italia y Estados Unidos y los restaurantes de mexico. En New Canaan los persones usualmente comer deayuno en |Starbucks| o |dunkin' donuts| por que la comida es rapido y delicioso. Yo usualmente como los galletas en |Starbucks| para desayuno por que es muy delicioso. Para almuerzo los personas de New Canaan usualmente comer el pollo en un restaurante se llama|New Canaan Chicken| Es muy delicioso. Para el cine me encanta comer la pizza^ y está un restaurante italiano cual se llama |Joe's pizza|.  Es un restaurante muy delicioso y la comida es muy rapida para servir. ¿Que comes tú en New Canaan?</p>",A1,3705526,34,L4734926,"Your penpal in Spain is looking forward to visiting you. He loves food and wants to know what people normally eat where you live.Write a message to your penpal describing what kinds of food you typically eat. Tell him what foods you eat and when you eat them. Give as much information as possible.",N,1,I3,,4443,,,,2021-06-08
FOOD,"<p>¡En los Estados Unidos^ hay muchos tipos de comida y puedes comer comida de todo los paises! Hay restaurantes Mexicana^ por ejemplo^ y tambien restaurantes de Chine y Japon. Mi comida favorita es la tortilla que mi mama lo hace como un vez cada mez^ eso es porque la tortilla no es muy bien para su cuerpo si se comelo todo los dias. Mi mama lo hace el tortilla como el mismo de mi abuela^ mi abuela que es de Honduras. En Honduras^ la tortilla es muy popular y lo gente se come la tortilla con muchas cosas como matequilla^ frijoles^ pollo^ y queso. Hay un restaurante muy bien en el pueblo Nueva Canaan que se llama Tequila Mockingbird^ yo voy allÍ con mi familia mucho porque el comida es tan deliciouso. Si queres ir a Tequila Mockingbird^ debes comer la quesadilla porque la quesadilla de queso y pollo es muy rico. En mi pueblo^ Nueva Canaan^ tambien es muy popular comer el comida de ItalÍa^ asÍ que hay muchos restaurantes en Nueva Canaan donde puedes comer cosas como ravioli y otros pastas con salsa de tomato. ¿Cual es to comida favorita?</p>",A1,3705522,40,G4734922,"Your penpal in Spain is looking forward to visiting you. He loves food and wants to know what people normally eat where you live.Write a message to your penpal describing what kinds of food you typically eat. Tell him what foods you eat and when you eat them. Give as much information as possible.",N,1,I4,,4192,4314,,,2021-06-08
ART,"<p>Aqui en este pueblo hay muchos tipos de arte. Por ejemplo ahi arte abstracto^ arte 3D y mucho mas. El cuarto es bien grande y tiene mucho espacio. Tantas piecas de arte por todos lados. Mi favorito tipo de arte es la de 3 dimenciones porque se ve real cuando no es^ especialmente cuando la pintura es grande se ve que enserio hay algo alfrente de ti</p>",B2,3707153,20,U4737140,"Your Spanish teacher asked you to write a post for your class blog about local art for exchange students coming to your town from Madrid.Write a blog entry in which you explain where you can see art in your town or school and what kind of art you prefer and why. Give as much information as you can.",I,1,I5,,3888,,,,2021-06-08
ART,"<p>¡Hola Clase!</p><p>¡Tememos estudiantes de intercambio de Madrid que vienen a ver tu arte! Si lo desea^ puede pintar y dibujar obras de arte para mostrarselas. Habra obras de arte publicadas en toda nuestra escuela y en diferentes partes de New Haven Green. Preferiría que cada uno al menos hiciera algo sobre nuestra escuela porque esto les dará a los estudiantes de intercambio la oportunidad de entender cómo es nuestra escuela. ¡Gracias!<br></p><p>Adios <br></p>",B2,3707308,41,B4737324,"Your Spanish teacher asked you to write a post for your class blog about local art for exchange students coming to your town from Madrid.Write a blog entry in which you explain where you can see art in your town or school and what kind of art you prefer and why. Give as much information as you can.",I,1,I5,,3543,,,,2021-06-08
